Start Count: 112449221
Watching for changes in count...  Use Ctrl-C to Exit.

|Query Number|Sample Number|Epoch (ms)    |Time (s) |Count             |Linear Reg. Rate  |Rate From Previous|Rate From First   |
|------------|-------------|--------------|---------|------------------|------------------|------------------|------------------|
Index may not exist
Count decreased...
Start Count: 0
Watching for changes in count...  Use Ctrl-C to Exit.

|Query Number|Sample Number|Epoch (ms)    |Time (s) |Count             |Linear Reg. Rate  |Rate From Previous|Rate From First   |
|------------|-------------|--------------|---------|------------------|------------------|------------------|------------------|
|        347 |       ***** |1558657692797 |    3460 |      313,933,961 |           89,357 |                0 |           88,810 |
|        348 |       ***** |1558657703172 |    3470 |      313,933,961 |           89,357 |                0 |           88,544 |
|        349 |         103 |1558657712802 |    3480 |      314,522,800 |           89,190 |           11,802 |           88,468 |
|        350 |         104 |1558657722905 |    3490 |      319,118,475 |           89,091 |          454,882 |           89,529 |
|        351 |       ***** |1558657732798 |    3500 |      319,118,475 |           89,091 |                0 |           89,276 |
|        352 |       ***** |1558657742798 |    3510 |      319,118,475 |           89,091 |                0 |           89,022 |
|        353 |       ***** |1558657752832 |    3520 |      319,118,475 |           89,091 |                0 |           88,768 |
|        354 |       ***** |1558657762800 |    3530 |      319,118,475 |           89,091 |                0 |           88,517 |
|        355 |       ***** |1558657773183 |    3540 |      319,118,475 |           89,091 |                0 |           88,258 |
|        356 |         105 |1558657782799 |    3550 |      323,169,633 |           88,975 |           67,639 |           89,160 |
|        357 |         106 |1558657792803 |    3560 |      325,138,476 |           88,882 |          196,806 |           89,462 |
|        358 |       ***** |1558657803199 |    3570 |      325,138,476 |           88,882 |                0 |           89,202 |
|        359 |       ***** |1558657813171 |    3580 |      325,138,476 |           88,882 |                0 |           88,953 |
|        360 |       ***** |1558657822869 |    3590 |      325,138,476 |           88,882 |                0 |           88,713 |
|        361 |       ***** |1558657832824 |    3600 |      325,138,476 |           88,882 |                0 |           88,468 |
|        362 |         107 |1558657842801 |    3610 |      328,118,182 |           88,771 |           59,597 |           89,048 |
|        363 |         108 |1558657852952 |    3620 |      328,687,280 |           88,661 |           56,063 |           88,956 |
|        364 |         109 |1558657862814 |    3630 |      329,832,115 |           88,562 |          116,085 |           89,030 |
|        365 |       ***** |1558657873111 |    3640 |      329,832,115 |           88,562 |                0 |           88,778 |
|        366 |       ***** |1558657882803 |    3650 |      329,832,115 |           88,562 |                0 |           88,542 |
|        367 |       ***** |1558657892802 |    3660 |      329,832,115 |           88,562 |                0 |           88,300 |
|        368 |       ***** |1558657902866 |    3670 |      329,832,115 |           88,562 |                0 |           88,058 |
|        369 |         110 |1558657912805 |    3680 |      333,518,339 |           88,455 |           73,738 |           88,822 |
|        370 |         111 |1558657923094 |    3690 |      335,427,732 |           88,369 |          185,576 |           89,092 |
|        371 |       ***** |1558657932801 |    3700 |      335,427,732 |           88,369 |                0 |           88,858 |
|        372 |       ***** |1558657942952 |    3710 |      335,427,732 |           88,369 |                0 |           88,615 |
|        373 |       ***** |1558657952851 |    3720 |      335,427,732 |           88,369 |                0 |           88,379 |
|        374 |       ***** |1558657963052 |    3730 |      335,427,732 |           88,369 |                0 |           88,137 |
|        375 |         112 |1558657972810 |    3740 |      337,887,642 |           88,259 |           49,479 |           88,565 |
|        376 |         113 |1558657982806 |    3750 |      338,369,821 |           88,149 |           48,237 |           88,458 |
|        377 |         114 |1558657992808 |    3760 |      339,929,913 |           88,055 |          155,978 |           88,637 |
|        378 |       ***** |1558658002806 |    3770 |      339,929,913 |           88,055 |                0 |           88,402 |
|        379 |       ***** |1558658012801 |    3780 |      339,929,913 |           88,055 |                0 |           88,168 |
|        380 |       ***** |1558658022819 |    3790 |      339,929,913 |           88,055 |                0 |           87,935 |
|        381 |       ***** |1558658033209 |    3800 |      339,929,913 |           88,055 |                0 |           87,695 |
|        382 |         115 |1558658042820 |    3810 |      343,183,217 |           87,949 |           65,050 |           88,328 |
|        383 |         116 |1558658052804 |    3820 |      344,553,590 |           87,854 |          137,257 |           88,456 |
|        384 |       ***** |1558658062828 |    3830 |      344,553,590 |           87,854 |                0 |           88,224 |
|        385 |       ***** |1558658072804 |    3840 |      344,553,590 |           87,854 |                0 |           87,995 |
|        386 |       ***** |1558658082807 |    3850 |      344,553,590 |           87,854 |                0 |           87,766 |
|        387 |       ***** |1558658093852 |    3861 |      344,553,590 |           87,854 |                0 |           87,515 |
|        388 |         117 |1558658102823 |    3870 |      346,669,769 |           87,734 |           42,308 |           87,859 |
|        389 |         118 |1558658112806 |    3880 |      348,349,940 |           87,630 |          168,303 |           88,066 |
|        390 |         119 |1558658122814 |    3890 |      349,496,739 |           87,536 |          114,588 |           88,134 |
|        391 |       ***** |1558658132805 |    3900 |      349,496,739 |           87,536 |                0 |           87,909 |
|        392 |       ***** |1558658142807 |    3910 |      349,496,739 |           87,536 |                0 |           87,684 |
|        393 |       ***** |1558658152807 |    3920 |      349,496,739 |           87,536 |                0 |           87,460 |
|        394 |         120 |1558658162809 |    3930 |      350,130,825 |           87,409 |           15,854 |           87,399 |
|        395 |         121 |1558658172873 |    3940 |      353,203,460 |           87,316 |          305,310 |           87,955 |
|        396 |         122 |1558658182808 |    3950 |      355,175,183 |           87,240 |          198,462 |           88,233 |
|        397 |       ***** |1558658192817 |    3960 |      355,175,183 |           87,240 |                0 |           88,010 |
|        398 |       ***** |1558658202809 |    3970 |      355,175,183 |           87,240 |                0 |           87,789 |
|        399 |       ***** |1558658212808 |    3980 |      355,175,183 |           87,240 |                0 |           87,568 |
|        400 |       ***** |1558658222808 |    3990 |      355,175,183 |           87,240 |                0 |           87,349 |
|        401 |         123 |1558658232813 |    4000 |      357,708,881 |           87,145 |           50,669 |           87,764 |
|        402 |         124 |1558658242851 |    4010 |      358,981,036 |           87,059 |          126,734 |           87,861 |
|        403 |         125 |1558658252930 |    4020 |      360,899,468 |           86,989 |          190,340 |           88,118 |
|        404 |       ***** |1558658262807 |    4030 |      360,899,468 |           86,989 |                0 |           87,902 |
|        405 |       ***** |1558658272839 |    4040 |      360,899,468 |           86,989 |                0 |           87,684 |
|        406 |       ***** |1558658282931 |    4050 |      360,899,468 |           86,989 |                0 |           87,465 |
|        407 |         126 |1558658292808 |    4060 |      362,023,122 |           86,896 |           28,177 |           87,529 |
|        408 |         127 |1558658302823 |    4070 |      364,196,469 |           86,821 |          217,009 |           87,848 |
|        409 |         128 |1558658312808 |    4080 |      365,829,220 |           86,758 |          163,520 |           88,033 |
|        410 |       ***** |1558658322813 |    4090 |      365,829,220 |           86,758 |                0 |           87,818 |
|        411 |       ***** |1558658332812 |    4100 |      365,829,220 |           86,758 |                0 |           87,604 |
|        412 |       ***** |1558658343033 |    4110 |      365,829,220 |           86,758 |                0 |           87,386 |
|        413 |       ***** |1558658353098 |    4120 |      365,829,220 |           86,758 |                0 |           87,172 |
|        414 |         129 |1558658362811 |    4130 |      369,386,554 |           86,688 |           71,142 |           87,829 |
|        415 |       ***** |1558658372838 |    4140 |      369,386,554 |           86,688 |                0 |           87,616 |
|        416 |         130 |1558658382808 |    4150 |      371,251,124 |           86,622 |           93,242 |           87,855 |
|        417 |       ***** |1558658393801 |    4161 |      371,251,124 |           86,622 |                0 |           87,623 |
|        418 |       ***** |1558658402812 |    4170 |      371,251,124 |           86,622 |                0 |           87,433 |
|        419 |       ***** |1558658412816 |    4180 |      371,251,124 |           86,622 |                0 |           87,224 |
|        420 |         131 |1558658423447 |    4190 |      373,797,051 |           86,549 |           62,647 |           87,610 |
|        421 |         132 |1558658432811 |    4200 |      375,063,636 |           86,484 |          135,261 |           87,717 |
|        422 |         133 |1558658442813 |    4210 |      376,796,912 |           86,430 |          173,293 |           87,920 |
|        423 |       ***** |1558658452813 |    4220 |      376,796,912 |           86,430 |                0 |           87,712 |
|        424 |       ***** |1558658462811 |    4230 |      376,796,912 |           86,430 |                0 |           87,504 |
|        425 |       ***** |1558658473235 |    4240 |      376,796,912 |           86,430 |                0 |           87,289 |
|        426 |       ***** |1558658482815 |    4250 |      376,796,912 |           86,430 |                0 |           87,092 |
|        427 |         134 |1558658492843 |    4260 |      379,850,006 |           86,365 |           61,025 |           87,604 |
|        428 |         135 |1558658502810 |    4270 |      381,056,498 |           86,307 |          121,049 |           87,682 |
|        429 |         136 |1558658512814 |    4280 |      382,252,905 |           86,254 |          119,593 |           87,757 |
|        430 |       ***** |1558658522813 |    4290 |      382,252,905 |           86,254 |                0 |           87,552 |
|        431 |       ***** |1558658532921 |    4300 |      382,252,905 |           86,254 |                0 |           87,346 |
|        432 |       ***** |1558658542943 |    4310 |      382,252,905 |           86,254 |                0 |           87,143 |
|        433 |         137 |1558658552820 |    4320 |      382,786,871 |           86,175 |           13,347 |           87,068 |
|        434 |         138 |1558658563744 |    4330 |      385,455,366 |           86,116 |          244,278 |           87,464 |
|        435 |         139 |1558658572926 |    4340 |      387,056,535 |           86,066 |          174,381 |           87,648 |
|        436 |       ***** |1558658582813 |    4350 |      387,056,535 |           86,066 |                0 |           87,449 |
|        437 |       ***** |1558658592815 |    4360 |      387,056,535 |           86,066 |                0 |           87,248 |
|        438 |       ***** |1558658602816 |    4370 |      387,056,535 |           86,066 |                0 |           87,049 |
|        439 |       ***** |1558658612815 |    4380 |      387,056,535 |           86,066 |                0 |           86,850 |
|        440 |         140 |1558658622815 |    4390 |      389,376,074 |           86,000 |           46,494 |           87,180 |
|        441 |         141 |1558658633595 |    4400 |      391,183,069 |           85,945 |          167,625 |           87,377 |
|        442 |       ***** |1558658642851 |    4410 |      391,183,069 |           85,945 |                0 |           87,194 |
|        443 |       ***** |1558658653843 |    4421 |      391,183,069 |           85,945 |                0 |           86,977 |
|        444 |       ***** |1558658662895 |    4430 |      391,183,069 |           85,945 |                0 |           86,800 |
|        445 |       ***** |1558658673046 |    4440 |      391,183,069 |           85,945 |                0 |           86,601 |
|        446 |         142 |1558658682819 |    4450 |      391,699,224 |           85,857 |           10,486 |           86,527 |
|        447 |         143 |1558658692900 |    4460 |      394,486,752 |           85,791 |          276,513 |           86,956 |
|        448 |         144 |1558658702909 |    4470 |      396,167,483 |           85,734 |          167,922 |           87,138 |
|        449 |       ***** |1558658712817 |    4480 |      396,167,483 |           85,734 |                0 |           86,945 |
|        450 |       ***** |1558658722820 |    4490 |      396,167,483 |           85,734 |                0 |           86,751 |
|        451 |       ***** |1558658732815 |    4500 |      396,167,483 |           85,734 |                0 |           86,558 |
|        452 |       ***** |1558658743444 |    4510 |      396,167,483 |           85,734 |                0 |           86,355 |
|        453 |         145 |1558658752896 |    4520 |      397,847,038 |           85,656 |           33,600 |           86,546 |
|        454 |         146 |1558658762843 |    4530 |      400,579,776 |           85,597 |          274,730 |           86,959 |
|        455 |         147 |1558658772816 |    4540 |      401,128,355 |           85,538 |           55,006 |           86,889 |
|        456 |       ***** |1558658782819 |    4550 |      401,128,355 |           85,538 |                0 |           86,698 |
|        457 |       ***** |1558658792900 |    4560 |      401,128,355 |           85,538 |                0 |           86,506 |
|        458 |       ***** |1558658802816 |    4570 |      401,128,355 |           85,538 |                0 |           86,318 |
|        459 |       ***** |1558658813389 |    4580 |      401,128,355 |           85,538 |                0 |           86,119 |
|        460 |         148 |1558658822820 |    4590 |      404,123,490 |           85,470 |           59,898 |           86,595 |
|        461 |         149 |1558658832844 |    4600 |      405,498,826 |           85,409 |          137,204 |           86,705 |
|        462 |       ***** |1558658842818 |    4610 |      405,498,826 |           85,409 |                0 |           86,517 |
|        463 |       ***** |1558658853133 |    4620 |      405,498,826 |           85,409 |                0 |           86,324 |
|        464 |       ***** |1558658862838 |    4630 |      405,498,826 |           85,409 |                0 |           86,143 |
|        465 |       ***** |1558658872839 |    4640 |      405,498,826 |           85,409 |                0 |           85,957 |
|        466 |         150 |1558658882867 |    4650 |      406,554,510 |           85,323 |           21,104 |           85,999 |
|        467 |         151 |1558658892818 |    4660 |      410,254,623 |           85,263 |          371,833 |           86,609 |
|        468 |       ***** |1558658902819 |    4670 |      410,254,623 |           85,263 |                0 |           86,424 |
|        469 |       ***** |1558658912820 |    4680 |      410,254,623 |           85,263 |                0 |           86,239 |
|        470 |       ***** |1558658922821 |    4690 |      410,254,623 |           85,263 |                0 |           86,055 |
|        471 |       ***** |1558658932860 |    4700 |      410,254,623 |           85,263 |                0 |           85,872 |
|        472 |       ***** |1558658942820 |    4710 |      410,254,623 |           85,263 |                0 |           85,690 |
|        473 |         152 |1558658952855 |    4720 |      412,621,489 |           85,183 |           39,423 |           86,009 |
|        474 |         153 |1558658962820 |    4730 |      415,623,700 |           85,122 |          301,276 |           86,463 |
|        475 |       ***** |1558658973106 |    4740 |      415,623,700 |           85,122 |                0 |           86,275 |
|        476 |       ***** |1558658982860 |    4750 |      415,623,700 |           85,122 |                0 |           86,098 |
|        477 |       ***** |1558658992822 |    4760 |      415,623,700 |           85,122 |                0 |           85,918 |
|        478 |       ***** |1558659002822 |    4770 |      415,623,700 |           85,122 |                0 |           85,738 |
|        479 |         154 |1558659012822 |    4780 |      416,383,478 |           85,036 |           15,195 |           85,717 |
|        480 |         155 |1558659022825 |    4790 |      422,205,819 |           84,991 |          582,059 |           86,754 |
|        481 |       ***** |1558659032823 |    4800 |      422,205,819 |           84,991 |                0 |           86,573 |
|        482 |       ***** |1558659042854 |    4810 |      422,205,819 |           84,991 |                0 |           86,393 |
|        483 |       ***** |1558659052826 |    4820 |      422,205,819 |           84,991 |                0 |           86,214 |
|        484 |       ***** |1558659062828 |    4830 |      422,205,819 |           84,991 |                0 |           86,035 |
|        485 |       ***** |1558659072823 |    4840 |      422,205,819 |           84,991 |                0 |           85,858 |
|        486 |         156 |1558659082826 |    4850 |      425,384,839 |           84,932 |           52,983 |           86,336 |
|        487 |         157 |1558659092850 |    4860 |      427,990,504 |           84,890 |          259,943 |           86,694 |
|        488 |       ***** |1558659102823 |    4870 |      427,990,504 |           84,890 |                0 |           86,517 |
|        489 |       ***** |1558659114195 |    4881 |      427,990,504 |           84,890 |                0 |           86,315 |
|        490 |       ***** |1558659122826 |    4890 |      427,990,504 |           84,890 |                0 |           86,163 |
|        491 |       ***** |1558659132833 |    4900 |      427,990,504 |           84,890 |                0 |           85,987 |
|        492 |       ***** |1558659142828 |    4910 |      427,990,504 |           84,890 |                0 |           85,812 |
|        493 |         158 |1558659152828 |    4920 |      433,511,722 |           84,851 |           92,054 |           86,759 |
|        494 |       ***** |1558659162990 |    4930 |      433,511,722 |           84,851 |                0 |           86,581 |
|        495 |       ***** |1558659172898 |    4940 |      433,511,722 |           84,851 |                0 |           86,407 |
|        496 |       ***** |1558659182825 |    4950 |      433,511,722 |           84,851 |                0 |           86,234 |
|        497 |       ***** |1558659192824 |    4960 |      433,511,722 |           84,851 |                0 |           86,060 |
|        498 |       ***** |1558659202824 |    4970 |      433,511,722 |           84,851 |                0 |           85,887 |
|        499 |         159 |1558659212846 |    4980 |      436,017,104 |           84,793 |           41,744 |           86,217 |
|        500 |         160 |1558659222942 |    4990 |      439,263,417 |           84,756 |          321,544 |           86,693 |
|        501 |       ***** |1558659232826 |    5000 |      439,263,417 |           84,756 |                0 |           86,522 |
|        502 |       ***** |1558659243004 |    5010 |      439,263,417 |           84,756 |                0 |           86,346 |
|        503 |       ***** |1558659252904 |    5020 |      439,263,417 |           84,756 |                0 |           86,176 |
|        504 |       ***** |1558659262836 |    5030 |      439,263,417 |           84,756 |                0 |           86,005 |
|        505 |       ***** |1558659272869 |    5040 |      439,263,417 |           84,756 |                0 |           85,834 |
|        506 |         161 |1558659282846 |    5050 |      444,665,308 |           84,722 |           90,176 |           86,734 |
|        507 |       ***** |1558659292826 |    5060 |      444,665,308 |           84,722 |                0 |           86,563 |
|        508 |       ***** |1558659302826 |    5070 |      444,665,308 |           84,722 |                0 |           86,393 |
|        509 |       ***** |1558659312858 |    5080 |      444,665,308 |           84,722 |                0 |           86,222 |
|        510 |       ***** |1558659322825 |    5090 |      444,665,308 |           84,722 |                0 |           86,053 |
|        511 |       ***** |1558659332829 |    5100 |      444,665,308 |           84,722 |                0 |           85,884 |
|        512 |         162 |1558659342856 |    5110 |      447,002,902 |           84,668 |           38,953 |           86,173 |
|        513 |         163 |1558659352867 |    5120 |      449,853,765 |           84,631 |          284,773 |           86,562 |
|        514 |       ***** |1558659363383 |    5130 |      449,853,765 |           84,631 |                0 |           86,384 |
|        515 |       ***** |1558659372826 |    5140 |      449,853,765 |           84,631 |                0 |           86,225 |
|        516 |       ***** |1558659382825 |    5150 |      449,853,765 |           84,631 |                0 |           86,058 |
|        517 |       ***** |1558659392827 |    5160 |      449,853,765 |           84,631 |                0 |           85,891 |
|        518 |         164 |1558659402841 |    5170 |      450,455,343 |           84,568 |           12,038 |           85,841 |
|        519 |         165 |1558659412838 |    5180 |      454,700,600 |           84,532 |          424,653 |           86,495 |
|        520 |         166 |1558659422825 |    5190 |      455,306,182 |           84,497 |           60,637 |           86,445 |
|        521 |       ***** |1558659432852 |    5200 |      455,306,182 |           84,497 |                0 |           86,279 |
|        522 |       ***** |1558659442826 |    5210 |      455,306,182 |           84,497 |                0 |           86,113 |
|        523 |       ***** |1558659453465 |    5220 |      455,306,182 |           84,497 |                0 |           85,938 |
|        524 |       ***** |1558659462826 |    5230 |      455,306,182 |           84,497 |                0 |           85,784 |
|        525 |         167 |1558659472834 |    5240 |      457,309,040 |           84,446 |           40,050 |           86,003 |
|        526 |         168 |1558659482826 |    5250 |      459,927,007 |           84,410 |          262,006 |           86,337 |
|        527 |       ***** |1558659492830 |    5260 |      459,927,007 |           84,410 |                0 |           86,173 |
|        528 |       ***** |1558659503044 |    5270 |      459,927,007 |           84,410 |                0 |           86,006 |
|        529 |       ***** |1558659512826 |    5280 |      459,927,007 |           84,410 |                0 |           85,847 |
|        530 |       ***** |1558659522829 |    5290 |      459,927,007 |           84,410 |                0 |           85,685 |
|        531 |         169 |1558659532829 |    5300 |      461,142,655 |           84,354 |           24,312 |           85,752 |
|        532 |         170 |1558659542825 |    5310 |      464,994,118 |           84,321 |          385,300 |           86,316 |
|        533 |       ***** |1558659552827 |    5320 |      464,994,118 |           84,321 |                0 |           86,154 |
|        534 |       ***** |1558659562830 |    5330 |      464,994,118 |           84,321 |                0 |           85,992 |
|        535 |       ***** |1558659572838 |    5340 |      464,994,118 |           84,321 |                0 |           85,831 |
|        536 |       ***** |1558659582827 |    5350 |      464,994,118 |           84,321 |                0 |           85,671 |
|        537 |       ***** |1558659592827 |    5360 |      464,994,118 |           84,321 |                0 |           85,511 |
|        538 |         171 |1558659602849 |    5370 |      468,599,076 |           84,278 |           60,059 |           86,023 |
|        539 |         172 |1558659612858 |    5380 |      470,457,595 |           84,244 |          185,685 |           86,208 |
|        540 |       ***** |1558659622829 |    5390 |      470,457,595 |           84,244 |                0 |           86,049 |
|        541 |       ***** |1558659632845 |    5400 |      470,457,595 |           84,244 |                0 |           85,889 |
|        542 |       ***** |1558659642828 |    5410 |      470,457,595 |           84,244 |                0 |           85,731 |
|        543 |       ***** |1558659652829 |    5420 |      470,457,595 |           84,244 |                0 |           85,572 |
|        544 |         173 |1558659662830 |    5430 |      471,030,967 |           84,186 |           11,474 |           85,520 |
|        545 |         174 |1558659672829 |    5440 |      475,530,703 |           84,155 |          450,019 |           86,190 |
|        546 |       ***** |1558659682836 |    5450 |      475,530,703 |           84,155 |                0 |           86,032 |
|        547 |       ***** |1558659692833 |    5460 |      475,530,703 |           84,155 |                0 |           85,875 |
|        548 |       ***** |1558659702836 |    5470 |      475,530,703 |           84,155 |                0 |           85,717 |
|        549 |       ***** |1558659712838 |    5480 |      475,530,703 |           84,155 |                0 |           85,561 |
|        550 |       ***** |1558659723280 |    5490 |      475,530,703 |           84,155 |                0 |           85,398 |
|        551 |         175 |1558659732836 |    5500 |      478,764,979 |           84,113 |           53,898 |           85,838 |
|        552 |         176 |1558659742834 |    5510 |      480,508,320 |           84,078 |          174,369 |           85,999 |
|        553 |       ***** |1558659752836 |    5520 |      480,508,320 |           84,078 |                0 |           85,843 |
|        554 |       ***** |1558659762832 |    5530 |      480,508,320 |           84,078 |                0 |           85,688 |
|        555 |       ***** |1558659772834 |    5540 |      480,508,320 |           84,078 |                0 |           85,533 |
|        556 |       ***** |1558659783132 |    5550 |      480,508,320 |           84,078 |                0 |           85,374 |
|        557 |         177 |1558659792831 |    5560 |      481,149,371 |           84,021 |           12,822 |           85,341 |
|        558 |         178 |1558659802833 |    5570 |      486,367,457 |           83,994 |          521,704 |           86,124 |
|        559 |       ***** |1558659812833 |    5580 |      486,367,457 |           83,994 |                0 |           85,970 |
|        560 |       ***** |1558659822830 |    5590 |      486,367,457 |           83,994 |                0 |           85,816 |
|        561 |       ***** |1558659832832 |    5600 |      486,367,457 |           83,994 |                0 |           85,663 |
|        562 |       ***** |1558659842830 |    5610 |      486,367,457 |           83,994 |                0 |           85,510 |
|        563 |       ***** |1558659852833 |    5620 |      486,367,457 |           83,994 |                0 |           85,358 |
|        564 |         179 |1558659862833 |    5630 |      490,135,032 |           83,960 |           62,793 |           85,876 |
|        565 |         180 |1558659872832 |    5640 |      492,049,096 |           83,933 |          191,426 |           86,063 |
|        566 |       ***** |1558659882832 |    5650 |      492,049,096 |           83,933 |                0 |           85,910 |
|        567 |       ***** |1558659893337 |    5660 |      492,049,096 |           83,933 |                0 |           85,751 |
|        568 |       ***** |1558659902835 |    5670 |      492,049,096 |           83,933 |                0 |           85,607 |
|        569 |       ***** |1558659913031 |    5680 |      492,049,096 |           83,933 |                0 |           85,454 |
|        570 |         181 |1558659922946 |    5690 |      492,603,728 |           83,885 |           11,067 |           85,402 |
|        571 |         182 |1558659932835 |    5700 |      497,008,790 |           83,860 |          445,451 |           86,027 |
|        572 |       ***** |1558659942833 |    5710 |      497,008,790 |           83,860 |                0 |           85,876 |
|        573 |       ***** |1558659953330 |    5720 |      497,008,790 |           83,860 |                0 |           85,719 |
|        574 |       ***** |1558659962833 |    5730 |      497,008,790 |           83,860 |                0 |           85,576 |
|        575 |       ***** |1558659972835 |    5740 |      497,008,790 |           83,860 |                0 |           85,427 |
|        576 |       ***** |1558659982835 |    5750 |      497,008,790 |           83,860 |                0 |           85,279 |
|        577 |         183 |1558659992849 |    5760 |      500,474,532 |           83,826 |           57,749 |           85,732 |
|        578 |         184 |1558660002834 |    5770 |      502,331,344 |           83,800 |          185,960 |           85,906 |
|        579 |       ***** |1558660012839 |    5780 |      502,331,344 |           83,800 |                0 |           85,757 |
|        580 |       ***** |1558660022835 |    5790 |      502,331,344 |           83,800 |                0 |           85,609 |
|        581 |       ***** |1558660034035 |    5801 |      502,331,344 |           83,800 |                0 |           85,444 |
|        582 |       ***** |1558660042837 |    5810 |      502,331,344 |           83,800 |                0 |           85,314 |
|        583 |         185 |1558660052867 |    5820 |      504,243,757 |           83,761 |           38,223 |           85,496 |
|        584 |         186 |1558660062857 |    5830 |      505,693,732 |           83,727 |          145,143 |           85,598 |
|        585 |         187 |1558660072838 |    5840 |      506,719,280 |           83,695 |          102,750 |           85,627 |
|        586 |       ***** |1558660082836 |    5850 |      506,719,280 |           83,695 |                0 |           85,481 |
|        587 |       ***** |1558660092838 |    5860 |      506,719,280 |           83,695 |                0 |           85,335 |
|        588 |       ***** |1558660102836 |    5870 |      506,719,280 |           83,695 |                0 |           85,190 |
|        589 |       ***** |1558660112838 |    5880 |      506,719,280 |           83,695 |                0 |           85,045 |
|        590 |         188 |1558660122839 |    5890 |      509,913,302 |           83,658 |           63,879 |           85,443 |
|        591 |         189 |1558660132841 |    5900 |      511,567,242 |           83,627 |          165,361 |           85,578 |
|        592 |       ***** |1558660143334 |    5910 |      511,567,242 |           83,627 |                0 |           85,426 |
|        593 |       ***** |1558660152836 |    5920 |      511,567,242 |           83,627 |                0 |           85,289 |
|        594 |       ***** |1558660162844 |    5930 |      511,567,242 |           83,627 |                0 |           85,145 |
|        595 |       ***** |1558660173108 |    5940 |      511,567,242 |           83,627 |                0 |           84,998 |
|        596 |         190 |1558660183633 |    5950 |      513,922,538 |           83,587 |           46,371 |           85,243 |
|        597 |         191 |1558660193834 |    5961 |      514,368,391 |           83,546 |           43,707 |           85,172 |
|        598 |         192 |1558660202939 |    5970 |      515,148,693 |           83,506 |           85,700 |           85,173 |
|        599 |         193 |1558660212838 |    5980 |      515,555,523 |           83,465 |           41,098 |           85,100 |
|        600 |       ***** |1558660222904 |    5990 |      515,555,523 |           83,465 |                0 |           84,957 |
|        601 |       ***** |1558660232839 |    6000 |      515,555,523 |           83,465 |                0 |           84,817 |
|        602 |       ***** |1558660242838 |    6010 |      515,555,523 |           83,465 |                0 |           84,675 |
|        603 |         194 |1558660252875 |    6020 |      518,002,427 |           83,421 |           61,116 |           84,941 |
|        604 |       ***** |1558660262842 |    6030 |      518,002,427 |           83,421 |                0 |           84,800 |
|        605 |         195 |1558660272839 |    6040 |      519,678,559 |           83,378 |           83,958 |           84,937 |
|        606 |       ***** |1558660282940 |    6050 |      519,678,559 |           83,378 |                0 |           84,796 |
|        607 |       ***** |1558660292936 |    6060 |      519,678,559 |           83,378 |                0 |           84,656 |
|        608 |       ***** |1558660302932 |    6070 |      519,678,559 |           83,378 |                0 |           84,516 |
|        609 |         196 |1558660313239 |    6080 |      521,422,234 |           83,328 |           43,160 |           84,660 |
|        610 |         197 |1558660322839 |    6090 |      523,224,213 |           83,285 |          187,706 |           84,822 |
|        611 |         198 |1558660332843 |    6100 |      523,872,332 |           83,243 |           64,786 |           84,789 |
|        612 |         199 |1558660342842 |    6110 |      525,134,697 |           83,204 |          126,249 |           84,857 |
|        613 |       ***** |1558660352840 |    6120 |      525,134,697 |           83,204 |                0 |           84,719 |
|        614 |       ***** |1558660362841 |    6130 |      525,134,697 |           83,204 |                0 |           84,580 |
|        615 |       ***** |1558660375330 |    6142 |      525,134,697 |           83,204 |                0 |           84,409 |
|        616 |         200 |1558660382842 |    6150 |      528,346,742 |           83,165 |           80,301 |           84,828 |
|        617 |       ***** |1558660392937 |    6160 |      528,346,742 |           83,165 |                0 |           84,689 |
|        618 |         201 |1558660402896 |    6170 |      529,412,139 |           83,124 |           53,126 |           84,725 |
|        619 |       ***** |1558660413181 |    6180 |      529,412,139 |           83,124 |                0 |           84,584 |
|        620 |       ***** |1558660422840 |    6190 |      529,412,139 |           83,124 |                0 |           84,452 |
|        621 |       ***** |1558660434228 |    6201 |      529,412,139 |           83,124 |                0 |           84,297 |
|        622 |       ***** |1558660442844 |    6210 |      529,412,139 |           83,124 |                0 |           84,180 |
|        623 |         202 |1558660452842 |    6220 |      532,023,626 |           83,077 |           52,286 |           84,464 |
|        624 |         203 |1558660462847 |    6230 |      532,560,451 |           83,030 |           53,656 |           84,415 |
|        625 |         204 |1558660472848 |    6240 |      533,662,713 |           82,986 |          110,215 |           84,456 |
|        626 |       ***** |1558660483915 |    6251 |      533,662,713 |           82,986 |                0 |           84,307 |
|        627 |       ***** |1558660492850 |    6260 |      533,662,713 |           82,986 |                0 |           84,186 |
|        628 |       ***** |1558660502854 |    6270 |      533,662,713 |           82,986 |                0 |           84,052 |
|        629 |         205 |1558660512885 |    6280 |      535,716,811 |           82,937 |           51,305 |           84,245 |
|        630 |         206 |1558660522945 |    6290 |      536,754,347 |           82,891 |          103,135 |           84,275 |
|        631 |         207 |1558660532854 |    6300 |      538,065,452 |           82,848 |          132,315 |           84,350 |
|        632 |       ***** |1558660544694 |    6311 |      538,065,452 |           82,848 |                0 |           84,192 |
|        633 |       ***** |1558660552877 |    6320 |      538,065,452 |           82,848 |                0 |           84,083 |
|        634 |       ***** |1558660562841 |    6330 |      538,065,452 |           82,848 |                0 |           83,951 |
|        635 |         208 |1558660572880 |    6340 |      538,526,935 |           82,794 |           11,530 |           83,891 |
