Start Count: 112449221
Watching for changes in count...  Use Ctrl-C to Exit.

|Query Number|Sample Number|Epoch (ms)    |Time (s) |Count             |Linear Reg. Rate  |Rate From Previous|Rate From First   |
|------------|-------------|--------------|---------|------------------|------------------|------------------|------------------|
Index may not exist
Count decreased...
Start Count: 0
Watching for changes in count...  Use Ctrl-C to Exit.

|Query Number|Sample Number|Epoch (ms)    |Time (s) |Count             |Linear Reg. Rate  |Rate From Previous|Rate From First   |
|------------|-------------|--------------|---------|------------------|------------------|------------------|------------------|
|        925 |       ***** |1558663472882 |    9240 |      748,616,087 |           78,342 |                0 |           80,298 |
|        926 |         344 |1558663482885 |    9250 |      750,376,768 |           78,321 |           88,016 |           80,402 |
|        927 |       ***** |1558663493304 |    9260 |      750,376,768 |           78,321 |                0 |           80,311 |
|        928 |       ***** |1558663503063 |    9270 |      750,376,768 |           78,321 |                0 |           80,227 |
|        929 |         345 |1558663513057 |    9280 |      751,968,025 |           78,298 |           52,740 |           80,312 |
|        930 |         346 |1558663522918 |    9290 |      753,560,421 |           78,278 |          161,484 |           80,398 |
|        931 |       ***** |1558663532924 |    9300 |      753,560,421 |           78,278 |                0 |           80,312 |
|        932 |       ***** |1558663542995 |    9310 |      753,560,421 |           78,278 |                0 |           80,225 |
|        933 |         347 |1558663554062 |    9321 |      754,459,681 |           78,255 |           28,874 |           80,226 |
|        934 |         348 |1558663562958 |    9330 |      754,942,755 |           78,231 |           54,302 |           80,201 |
|        935 |         349 |1558663572918 |    9340 |      755,471,376 |           78,208 |           53,074 |           80,172 |
|        936 |         350 |1558663582879 |    9350 |      757,026,396 |           78,187 |          156,111 |           80,253 |
|        937 |         351 |1558663592881 |    9360 |      758,135,181 |           78,167 |          110,856 |           80,286 |
|        938 |       ***** |1558663603053 |    9370 |      758,135,181 |           78,167 |                0 |           80,199 |
|        939 |       ***** |1558663612908 |    9380 |      758,135,181 |           78,167 |                0 |           80,114 |
|        940 |         352 |1558663622972 |    9390 |      760,023,973 |           78,146 |           62,769 |           80,230 |
|        941 |       ***** |1558663632884 |    9400 |      760,023,973 |           78,146 |                0 |           80,145 |
|        942 |         353 |1558663643341 |    9410 |      761,770,043 |           78,125 |           85,722 |           80,242 |
|        943 |         354 |1558663654253 |    9421 |      763,419,276 |           78,106 |          151,139 |           80,324 |
|        944 |       ***** |1558663663019 |    9430 |      763,419,276 |           78,106 |                0 |           80,249 |
|        945 |       ***** |1558663673347 |    9440 |      763,419,276 |           78,106 |                0 |           80,161 |
|        946 |         355 |1558663682883 |    9450 |      764,431,603 |           78,086 |           35,359 |           80,188 |
|        947 |         356 |1558663695098 |    9462 |      764,915,821 |           78,065 |           39,641 |           80,135 |
|        948 |         357 |1558663703252 |    9470 |      766,184,716 |           78,045 |          155,616 |           80,200 |
|        949 |       ***** |1558663713060 |    9480 |      766,184,716 |           78,045 |                0 |           80,117 |
|        950 |         358 |1558663722882 |    9490 |      767,396,731 |           78,025 |           61,743 |           80,162 |
|        951 |       ***** |1558663732880 |    9500 |      767,396,731 |           78,025 |                0 |           80,078 |
|        952 |       ***** |1558663744509 |    9511 |      767,396,731 |           78,025 |                0 |           79,980 |
|        953 |         359 |1558663752902 |    9520 |      768,922,735 |           78,004 |           50,833 |           80,070 |
|        954 |       ***** |1558663763002 |    9530 |      768,922,735 |           78,004 |                0 |           79,985 |
|        955 |         360 |1558663774401 |    9541 |      770,582,506 |           77,983 |           77,202 |           80,063 |
|        956 |         361 |1558663782970 |    9550 |      771,693,176 |           77,964 |          129,615 |           80,108 |
|        957 |         362 |1558663792881 |    9560 |      772,250,992 |           77,944 |           56,283 |           80,083 |
|        958 |       ***** |1558663802881 |    9570 |      772,250,992 |           77,944 |                0 |           79,999 |
|        959 |       ***** |1558663812881 |    9580 |      772,250,992 |           77,944 |                0 |           79,916 |
|        960 |         363 |1558663822907 |    9590 |      773,350,273 |           77,923 |           36,611 |           79,947 |
|        961 |         364 |1558663832953 |    9600 |      775,306,374 |           77,904 |          194,714 |           80,067 |
|        962 |       ***** |1558663844419 |    9611 |      775,306,374 |           77,904 |                0 |           79,971 |
|        963 |         365 |1558663854454 |    9621 |      776,830,301 |           77,884 |           70,877 |           80,046 |
|        964 |       ***** |1558663862957 |    9630 |      776,830,301 |           77,884 |                0 |           79,976 |
|        965 |       ***** |1558663872967 |    9640 |      776,830,301 |           77,884 |                0 |           79,893 |
|        966 |       ***** |1558663882887 |    9650 |      776,830,301 |           77,884 |                0 |           79,810 |
|        967 |         366 |1558663892921 |    9660 |      778,607,592 |           77,863 |           46,203 |           79,912 |
|        968 |         367 |1558663902887 |    9670 |      779,472,717 |           77,843 |           86,808 |           79,919 |
|        969 |         368 |1558663912887 |    9680 |      780,464,957 |           77,823 |           99,224 |           79,939 |
|        970 |         369 |1558663922888 |    9690 |      780,979,027 |           77,803 |           51,402 |           79,909 |
|        971 |       ***** |1558663932917 |    9700 |      780,979,027 |           77,803 |                0 |           79,826 |
|        972 |       ***** |1558663943250 |    9710 |      780,979,027 |           77,803 |                0 |           79,742 |
|        973 |         370 |1558663953151 |    9720 |      782,280,548 |           77,782 |           43,007 |           79,794 |
|        974 |         371 |1558663962946 |    9730 |      784,715,538 |           77,764 |          248,595 |           79,964 |
|        975 |       ***** |1558663972906 |    9740 |      784,715,538 |           77,764 |                0 |           79,882 |
|        976 |         372 |1558663982890 |    9750 |      786,598,598 |           77,746 |           94,417 |           79,994 |
|        977 |       ***** |1558663992888 |    9760 |      786,598,598 |           77,746 |                0 |           79,912 |
|        978 |       ***** |1558664002902 |    9770 |      786,598,598 |           77,746 |                0 |           79,830 |
|        979 |       ***** |1558664014005 |    9781 |      786,598,598 |           77,746 |                0 |           79,739 |
|        980 |         373 |1558664022886 |    9790 |      788,871,799 |           77,727 |           56,836 |           79,899 |
|        981 |         374 |1558664032887 |    9800 |      790,053,025 |           77,709 |          118,111 |           79,938 |
|        982 |         375 |1558664043112 |    9810 |      791,205,775 |           77,692 |          112,738 |           79,972 |
|        983 |         376 |1558664053670 |    9820 |      791,783,649 |           77,675 |           54,733 |           79,945 |
|        984 |       ***** |1558664063063 |    9830 |      791,783,649 |           77,675 |                0 |           79,869 |
|        985 |       ***** |1558664072886 |    9840 |      791,783,649 |           77,675 |                0 |           79,789 |
|        986 |       ***** |1558664082939 |    9850 |      791,783,649 |           77,675 |                0 |           79,708 |
|        987 |         377 |1558664092889 |    9860 |      795,089,799 |           77,658 |           84,300 |           79,962 |
|        988 |       ***** |1558664102895 |    9870 |      795,089,799 |           77,658 |                0 |           79,881 |
|        989 |         378 |1558664112887 |    9880 |      796,667,134 |           77,642 |           78,875 |           79,960 |
|        990 |       ***** |1558664122891 |    9890 |      796,667,134 |           77,642 |                0 |           79,879 |
|        991 |       ***** |1558664133556 |    9900 |      796,667,134 |           77,642 |                0 |           79,793 |
|        992 |       ***** |1558664142908 |    9910 |      796,667,134 |           77,642 |                0 |           79,718 |
|        993 |         379 |1558664152898 |    9920 |      798,634,578 |           77,624 |           49,173 |           79,836 |
|        994 |         380 |1558664162889 |    9930 |      800,588,181 |           77,608 |          195,536 |           79,953 |
|        995 |         381 |1558664172887 |    9940 |      802,617,634 |           77,594 |          202,986 |           80,076 |
|        996 |       ***** |1558664183446 |    9950 |      802,617,634 |           77,594 |                0 |           79,991 |
|        997 |       ***** |1558664192887 |    9960 |      802,617,634 |           77,594 |                0 |           79,915 |
|        998 |       ***** |1558664202890 |    9970 |      802,617,634 |           77,594 |                0 |           79,835 |
|        999 |       ***** |1558664213503 |    9980 |      802,617,634 |           77,594 |                0 |           79,750 |
|       1000 |         382 |1558664222888 |    9990 |      805,502,535 |           77,579 |           57,697 |           79,964 |
|       1001 |         383 |1558664232895 |   10000 |      805,896,401 |           77,563 |           39,359 |           79,924 |
|       1002 |         384 |1558664242889 |   10010 |      806,630,337 |           77,548 |           73,438 |           79,917 |
|       1003 |       ***** |1558664252888 |   10020 |      806,630,337 |           77,548 |                0 |           79,837 |
|       1004 |       ***** |1558664262888 |   10030 |      806,630,337 |           77,548 |                0 |           79,758 |
|       1005 |       ***** |1558664272985 |   10040 |      806,630,337 |           77,548 |                0 |           79,678 |
|       1006 |         385 |1558664282923 |   10050 |      809,489,601 |           77,532 |           71,421 |           79,883 |
|       1007 |         386 |1558664294852 |   10062 |      810,103,442 |           77,517 |           51,458 |           79,850 |
|       1008 |         387 |1558664303002 |   10070 |      812,135,113 |           77,503 |          249,285 |           79,987 |
|       1009 |       ***** |1558664312992 |   10080 |      812,135,113 |           77,503 |                0 |           79,907 |
|       1010 |       ***** |1558664322891 |   10090 |      812,135,113 |           77,503 |                0 |           79,829 |
|       1011 |       ***** |1558664332889 |   10100 |      812,135,113 |           77,503 |                0 |           79,750 |
|       1012 |         388 |1558664342889 |   10110 |      812,812,465 |           77,486 |           16,982 |           79,738 |
|       1013 |         389 |1558664353598 |   10120 |      815,461,197 |           77,472 |          247,337 |           79,915 |
|       1014 |         390 |1558664362899 |   10130 |      817,595,167 |           77,460 |          229,434 |           80,053 |
|       1015 |       ***** |1558664372899 |   10140 |      817,595,167 |           77,460 |                0 |           79,974 |
|       1016 |       ***** |1558664382889 |   10150 |      817,595,167 |           77,460 |                0 |           79,895 |
|       1017 |       ***** |1558664392889 |   10160 |      817,595,167 |           77,460 |                0 |           79,816 |
|       1018 |       ***** |1558664403448 |   10170 |      817,595,167 |           77,460 |                0 |           79,734 |
|       1019 |         391 |1558664412949 |   10180 |      818,972,375 |           77,445 |           27,517 |           79,794 |
|       1020 |         392 |1558664422890 |   10190 |      820,562,176 |           77,431 |          159,924 |           79,873 |
|       1021 |         393 |1558664432904 |   10200 |      822,281,384 |           77,418 |          171,680 |           79,963 |
|       1022 |       ***** |1558664442890 |   10210 |      822,281,384 |           77,418 |                0 |           79,885 |
|       1023 |       ***** |1558664452888 |   10220 |      822,281,384 |           77,418 |                0 |           79,806 |
|       1024 |       ***** |1558664462926 |   10230 |      822,281,384 |           77,418 |                0 |           79,728 |
|       1025 |         394 |1558664473291 |   10240 |      823,353,517 |           77,403 |           26,546 |           79,752 |
|       1026 |         395 |1558664482890 |   10250 |      825,489,942 |           77,390 |          222,567 |           79,886 |
|       1027 |         396 |1558664492893 |   10260 |      827,294,771 |           77,379 |          180,429 |           79,984 |
|       1028 |       ***** |1558664502887 |   10270 |      827,294,771 |           77,379 |                0 |           79,906 |
|       1029 |       ***** |1558664512889 |   10280 |      827,294,771 |           77,379 |                0 |           79,828 |
|       1030 |       ***** |1558664522890 |   10290 |      827,294,771 |           77,379 |                0 |           79,751 |
|       1031 |       ***** |1558664533631 |   10300 |      827,294,771 |           77,379 |                0 |           79,668 |
|       1032 |         397 |1558664544329 |   10311 |      829,145,077 |           77,364 |           35,973 |           79,764 |
|       1033 |         398 |1558664552911 |   10320 |      831,623,152 |           77,353 |          288,753 |           79,938 |
|       1034 |         399 |1558664562895 |   10330 |      832,789,464 |           77,342 |          116,818 |           79,974 |
|       1035 |       ***** |1558664572893 |   10340 |      832,789,464 |           77,342 |                0 |           79,896 |
|       1036 |       ***** |1558664582915 |   10350 |      832,789,464 |           77,342 |                0 |           79,819 |
|       1037 |       ***** |1558664592888 |   10360 |      832,789,464 |           77,342 |                0 |           79,742 |
|       1038 |         400 |1558664602893 |   10370 |      833,343,303 |           77,328 |           13,847 |           79,719 |
|       1039 |         401 |1558664612889 |   10380 |      836,066,242 |           77,316 |          272,403 |           79,904 |
|       1040 |         402 |1558664623044 |   10390 |      837,516,989 |           77,306 |          142,860 |           79,966 |
|       1041 |       ***** |1558664632890 |   10400 |      837,516,989 |           77,306 |                0 |           79,890 |
|       1042 |       ***** |1558664642895 |   10410 |      837,516,989 |           77,306 |                0 |           79,813 |
|       1043 |       ***** |1558664652889 |   10420 |      837,516,989 |           77,306 |                0 |           79,737 |
|       1044 |       ***** |1558664663286 |   10430 |      837,516,989 |           77,306 |                0 |           79,657 |
|       1045 |         403 |1558664672962 |   10440 |      839,094,757 |           77,292 |           31,607 |           79,735 |
|       1046 |         404 |1558664682891 |   10450 |      842,358,226 |           77,283 |          328,681 |           79,971 |
|       1047 |       ***** |1558664692892 |   10460 |      842,358,226 |           77,283 |                0 |           79,895 |
|       1048 |       ***** |1558664702905 |   10470 |      842,358,226 |           77,283 |                0 |           79,818 |
|       1049 |       ***** |1558664712890 |   10480 |      842,358,226 |           77,283 |                0 |           79,742 |
|       1050 |       ***** |1558664722961 |   10490 |      842,358,226 |           77,283 |                0 |           79,666 |
|       1051 |         405 |1558664733234 |   10500 |      843,988,260 |           77,270 |           32,379 |           79,743 |
|       1052 |         406 |1558664743142 |   10510 |      844,527,963 |           77,257 |           54,471 |           79,719 |
|       1053 |         407 |1558664752892 |   10520 |      847,152,338 |           77,247 |          269,167 |           79,895 |
|       1054 |       ***** |1558664762891 |   10530 |      847,152,338 |           77,247 |                0 |           79,819 |
|       1055 |       ***** |1558664772989 |   10540 |      847,152,338 |           77,247 |                0 |           79,742 |
|       1056 |       ***** |1558664784391 |   10551 |      847,152,338 |           77,247 |                0 |           79,656 |
|       1057 |         408 |1558664792894 |   10560 |      848,007,433 |           77,234 |           21,376 |           79,673 |
|       1058 |         409 |1558664802897 |   10570 |      848,440,260 |           77,220 |           43,270 |           79,639 |
|       1059 |         410 |1558664812977 |   10580 |      849,444,358 |           77,207 |           99,613 |           79,658 |
|       1060 |         411 |1558664822892 |   10590 |      851,656,283 |           77,197 |          223,089 |           79,792 |
|       1061 |       ***** |1558664833534 |   10600 |      851,656,283 |           77,197 |                0 |           79,712 |
|       1062 |       ***** |1558664842895 |   10610 |      851,656,283 |           77,197 |                0 |           79,641 |
|       1063 |       ***** |1558664852893 |   10620 |      851,656,283 |           77,197 |                0 |           79,567 |
|       1064 |         412 |1558664862891 |   10630 |      853,368,466 |           77,184 |           42,806 |           79,653 |
|       1065 |       ***** |1558664872897 |   10640 |      853,368,466 |           77,184 |                0 |           79,578 |
|       1066 |         413 |1558664882894 |   10650 |      856,641,574 |           77,174 |          163,631 |           79,810 |
|       1067 |       ***** |1558664892893 |   10660 |      856,641,574 |           77,174 |                0 |           79,736 |
|       1068 |       ***** |1558664902893 |   10670 |      856,641,574 |           77,174 |                0 |           79,661 |
|       1069 |       ***** |1558664912892 |   10680 |      856,641,574 |           77,174 |                0 |           79,586 |
|       1070 |         414 |1558664922896 |   10690 |      858,180,421 |           77,162 |           38,469 |           79,656 |
|       1071 |       ***** |1558664932895 |   10700 |      858,180,421 |           77,162 |                0 |           79,581 |
|       1072 |         415 |1558664942892 |   10710 |      859,906,010 |           77,150 |           86,297 |           79,668 |
|       1073 |         416 |1558664952897 |   10720 |      861,732,015 |           77,140 |          182,509 |           79,764 |
|       1074 |       ***** |1558664963134 |   10730 |      861,732,015 |           77,140 |                0 |           79,688 |
|       1075 |       ***** |1558664973436 |   10740 |      861,732,015 |           77,140 |                0 |           79,612 |
|       1076 |       ***** |1558664982893 |   10750 |      861,732,015 |           77,140 |                0 |           79,542 |
|       1077 |         417 |1558664992896 |   10760 |      863,514,413 |           77,129 |           44,561 |           79,633 |
|       1078 |         418 |1558665002896 |   10770 |      864,054,875 |           77,117 |           54,046 |           79,610 |
|       1079 |         419 |1558665012892 |   10780 |      866,627,487 |           77,107 |          257,364 |           79,774 |
|       1080 |       ***** |1558665022894 |   10790 |      866,627,487 |           77,107 |                0 |           79,700 |
|       1081 |       ***** |1558665032897 |   10800 |      866,627,487 |           77,107 |                0 |           79,627 |
|       1082 |       ***** |1558665042894 |   10810 |      866,627,487 |           77,107 |                0 |           79,553 |
|       1083 |         420 |1558665053988 |   10821 |      868,255,936 |           77,096 |           39,625 |           79,622 |
|       1084 |       ***** |1558665062940 |   10830 |      868,255,936 |           77,096 |                0 |           79,556 |
|       1085 |         421 |1558665073140 |   10840 |      869,631,470 |           77,085 |           71,822 |           79,608 |
|       1086 |         422 |1558665082894 |   10850 |      871,116,005 |           77,075 |          152,198 |           79,673 |
|       1087 |       ***** |1558665092893 |   10860 |      871,116,005 |           77,075 |                0 |           79,600 |
|       1088 |       ***** |1558665102893 |   10870 |      871,116,005 |           77,075 |                0 |           79,527 |
|       1089 |         423 |1558665112901 |   10880 |      872,162,658 |           77,063 |           34,880 |           79,550 |
|       1090 |         424 |1558665122894 |   10890 |      872,675,663 |           77,051 |           51,336 |           79,524 |
|       1091 |         425 |1558665132897 |   10900 |      874,064,040 |           77,040 |          138,796 |           79,578 |
|       1092 |         426 |1558665142895 |   10910 |      875,484,269 |           77,031 |          142,051 |           79,636 |
|       1093 |         427 |1558665152892 |   10920 |      876,895,399 |           77,022 |          141,155 |           79,692 |
|       1094 |       ***** |1558665162895 |   10930 |      876,895,399 |           77,022 |                0 |           79,619 |
|       1095 |       ***** |1558665172898 |   10940 |      876,895,399 |           77,022 |                0 |           79,546 |
|       1096 |         428 |1558665183083 |   10950 |      878,808,403 |           77,012 |           63,363 |           79,647 |
|       1097 |       ***** |1558665192934 |   10960 |      878,808,403 |           77,012 |                0 |           79,575 |
|       1098 |         429 |1558665202988 |   10970 |      880,288,710 |           77,003 |           74,369 |           79,637 |
|       1099 |         430 |1558665212906 |   10980 |      881,768,180 |           76,994 |          149,170 |           79,700 |
|       1100 |       ***** |1558665222895 |   10990 |      881,768,180 |           76,994 |                0 |           79,628 |
|       1101 |       ***** |1558665232894 |   11000 |      881,768,180 |           76,994 |                0 |           79,555 |
|       1102 |         431 |1558665242900 |   11010 |      882,234,559 |           76,984 |           15,549 |           79,525 |
|       1103 |         432 |1558665252895 |   11020 |      883,159,550 |           76,974 |           92,545 |           79,537 |
|       1104 |       ***** |1558665262895 |   11030 |      883,159,550 |           76,974 |                0 |           79,465 |
|       1105 |         433 |1558665272938 |   11040 |      885,265,994 |           76,964 |          105,096 |           79,584 |
|       1106 |         434 |1558665282907 |   11050 |      886,388,004 |           76,956 |          112,550 |           79,613 |
|       1107 |       ***** |1558665293100 |   11060 |      886,388,004 |           76,956 |                0 |           79,540 |
|       1108 |       ***** |1558665304172 |   11071 |      886,388,004 |           76,956 |                0 |           79,460 |
|       1109 |         435 |1558665312915 |   11080 |      888,033,781 |           76,946 |           54,845 |           79,546 |
|       1110 |       ***** |1558665322898 |   11090 |      888,033,781 |           76,946 |                0 |           79,475 |
|       1111 |         436 |1558665332900 |   11100 |      889,748,539 |           76,937 |           85,802 |           79,557 |
|       1112 |         437 |1558665344487 |   11111 |      890,890,254 |           76,928 |           98,534 |           79,577 |
|       1113 |         438 |1558665353290 |   11120 |      891,447,723 |           76,919 |           63,327 |           79,564 |
|       1114 |       ***** |1558665362984 |   11130 |      891,447,723 |           76,919 |                0 |           79,495 |
|       1115 |         439 |1558665372896 |   11140 |      891,898,467 |           76,909 |           22,990 |           79,465 |
|       1116 |         440 |1558665383331 |   11150 |      892,857,911 |           76,900 |           91,945 |           79,477 |
|       1117 |         441 |1558665392899 |   11160 |      893,724,633 |           76,890 |           90,585 |           79,486 |
|       1118 |         442 |1558665402898 |   11170 |      894,156,181 |           76,881 |           43,159 |           79,454 |
|       1119 |         443 |1558665412898 |   11180 |      895,519,068 |           76,872 |          136,289 |           79,504 |
|       1120 |       ***** |1558665422914 |   11190 |      895,519,068 |           76,872 |                0 |           79,433 |
|       1121 |       ***** |1558665432898 |   11200 |      895,519,068 |           76,872 |                0 |           79,362 |
|       1122 |         444 |1558665442899 |   11210 |      897,185,240 |           76,863 |           55,537 |           79,440 |
|       1123 |       ***** |1558665452899 |   11220 |      897,185,240 |           76,863 |                0 |           79,369 |
|       1124 |         445 |1558665462918 |   11230 |      898,891,877 |           76,854 |           85,251 |           79,451 |
|       1125 |         446 |1558665472899 |   11240 |      899,984,654 |           76,845 |          109,486 |           79,477 |
|       1126 |         447 |1558665483588 |   11250 |      900,525,940 |           76,836 |           50,640 |           79,450 |
|       1127 |       ***** |1558665492898 |   11260 |      900,525,940 |           76,836 |                0 |           79,384 |
|       1128 |         448 |1558665502898 |   11270 |      902,100,525 |           76,827 |           81,542 |           79,453 |
|       1129 |       ***** |1558665513534 |   11280 |      902,100,525 |           76,827 |                0 |           79,379 |
|       1130 |       ***** |1558665522993 |   11290 |      902,100,525 |           76,827 |                0 |           79,312 |
|       1131 |         449 |1558665533831 |   11301 |      903,537,630 |           76,818 |           46,459 |           79,363 |
|       1132 |         450 |1558665543081 |   11310 |      905,153,627 |           76,809 |          174,702 |           79,441 |
|       1133 |       ***** |1558665552948 |   11320 |      905,153,627 |           76,809 |                0 |           79,372 |
|       1134 |       ***** |1558665562907 |   11330 |      905,153,627 |           76,809 |                0 |           79,302 |
|       1135 |         451 |1558665573288 |   11340 |      906,767,565 |           76,800 |           53,429 |           79,372 |
|       1136 |       ***** |1558665583130 |   11350 |      906,767,565 |           76,800 |                0 |           79,303 |
|       1137 |         452 |1558665592986 |   11360 |      908,527,203 |           76,791 |           89,331 |           79,389 |
|       1138 |         453 |1558665602925 |   11370 |      909,570,554 |           76,783 |          104,975 |           79,411 |
|       1139 |         454 |1558665612902 |   11380 |      910,108,615 |           76,774 |           53,930 |           79,389 |
|       1140 |       ***** |1558665624480 |   11391 |      910,108,615 |           76,774 |                0 |           79,308 |
|       1141 |         455 |1558665632947 |   11400 |      911,531,062 |           76,766 |           70,963 |           79,374 |
|       1142 |       ***** |1558665642904 |   11410 |      911,531,062 |           76,766 |                0 |           79,305 |
|       1143 |       ***** |1558665652984 |   11420 |      911,531,062 |           76,766 |                0 |           79,235 |
|       1144 |         456 |1558665663033 |   11430 |      912,992,635 |           76,757 |           48,580 |           79,293 |
|       1145 |         457 |1558665673086 |   11440 |      914,252,102 |           76,748 |          125,283 |           79,334 |
|       1146 |       ***** |1558665682902 |   11450 |      914,252,102 |           76,748 |                0 |           79,266 |
|       1147 |       ***** |1558665693081 |   11460 |      914,252,102 |           76,748 |                0 |           79,195 |
|       1148 |         458 |1558665702903 |   11470 |      915,788,669 |           76,738 |           51,533 |           79,261 |
|       1149 |       ***** |1558665713984 |   11481 |      915,788,669 |           76,738 |                0 |           79,185 |
|       1150 |       ***** |1558665722904 |   11490 |      915,788,669 |           76,738 |                0 |           79,123 |
|       1151 |         459 |1558665734187 |   11501 |      919,104,263 |           76,730 |          105,984 |           79,334 |
|       1152 |       ***** |1558665743187 |   11510 |      919,104,263 |           76,730 |                0 |           79,272 |
|       1153 |       ***** |1558665752901 |   11520 |      919,104,263 |           76,730 |                0 |           79,205 |
|       1154 |       ***** |1558665762904 |   11530 |      919,104,263 |           76,730 |                0 |           79,136 |
|       1155 |         460 |1558665772984 |   11540 |      920,996,102 |           76,720 |           48,763 |           79,231 |
|       1156 |       ***** |1558665783040 |   11550 |      920,996,102 |           76,720 |                0 |           79,162 |
|       1157 |         461 |1558665792933 |   11560 |      922,784,665 |           76,711 |           89,657 |           79,249 |
|       1158 |         462 |1558665802927 |   11570 |      924,613,479 |           76,703 |          182,991 |           79,339 |
|       1159 |       ***** |1558665812903 |   11580 |      924,613,479 |           76,703 |                0 |           79,271 |
|       1160 |       ***** |1558665822904 |   11590 |      924,613,479 |           76,703 |                0 |           79,202 |
|       1161 |         463 |1558665832939 |   11600 |      925,140,221 |           76,694 |           17,551 |           79,179 |
|       1162 |         464 |1558665842984 |   11610 |      926,183,609 |           76,685 |          103,871 |           79,200 |
|       1163 |       ***** |1558665853645 |   11620 |      926,183,609 |           76,685 |                0 |           79,128 |
|       1164 |         465 |1558665862904 |   11630 |      929,058,725 |           76,677 |          144,333 |           79,312 |
|       1165 |       ***** |1558665872903 |   11640 |      929,058,725 |           76,677 |                0 |           79,244 |
|       1166 |       ***** |1558665882910 |   11650 |      929,058,725 |           76,677 |                0 |           79,176 |
|       1167 |       ***** |1558665892903 |   11660 |      929,058,725 |           76,677 |                0 |           79,108 |
|       1168 |         466 |1558665902935 |   11670 |      929,525,704 |           76,666 |           11,665 |           79,080 |
|       1169 |         467 |1558665912997 |   11680 |      930,493,735 |           76,656 |           96,207 |           79,095 |
|       1170 |         468 |1558665922905 |   11690 |      931,445,429 |           76,647 |           96,053 |           79,109 |
|       1171 |         469 |1558665932904 |   11700 |      933,309,013 |           76,638 |          186,377 |           79,201 |
|       1172 |       ***** |1558665943079 |   11710 |      933,309,013 |           76,638 |                0 |           79,132 |
|       1173 |       ***** |1558665952949 |   11720 |      933,309,013 |           76,638 |                0 |           79,065 |
|       1174 |       ***** |1558665962936 |   11730 |      933,309,013 |           76,638 |                0 |           78,998 |
|       1175 |         470 |1558665972919 |   11740 |      935,202,668 |           76,628 |           47,324 |           79,092 |
|       1176 |       ***** |1558665983356 |   11750 |      935,202,668 |           76,628 |                0 |           79,022 |
|       1177 |         471 |1558665996630 |   11763 |      938,441,616 |           76,620 |          136,601 |           79,208 |
|       1178 |         472 |1558666004484 |   11771 |      939,078,493 |           76,612 |           81,090 |           79,209 |
|       1179 |       ***** |1558666012953 |   11780 |      939,078,493 |           76,612 |                0 |           79,152 |
|       1180 |       ***** |1558666022905 |   11790 |      939,078,493 |           76,612 |                0 |           79,085 |
|       1181 |       ***** |1558666032910 |   11800 |      939,078,493 |           76,612 |                0 |           79,018 |
|       1182 |         473 |1558666042906 |   11810 |      940,316,812 |           76,603 |           32,229 |           79,056 |
|       1183 |       ***** |1558666053144 |   11820 |      940,316,812 |           76,603 |                0 |           78,988 |
|       1184 |         474 |1558666062947 |   11830 |      942,755,125 |           76,594 |          121,666 |           79,129 |
|       1185 |       ***** |1558666075529 |   11842 |      942,755,125 |           76,594 |                0 |           79,044 |
|       1186 |       ***** |1558666082979 |   11850 |      942,755,125 |           76,594 |                0 |           78,995 |
|       1187 |       ***** |1558666093296 |   11860 |      942,755,125 |           76,594 |                0 |           78,926 |
|       1188 |         475 |1558666103036 |   11870 |      943,987,980 |           76,584 |           30,753 |           78,965 |
|       1189 |       ***** |1558666113027 |   11880 |      943,987,980 |           76,584 |                0 |           78,899 |
|       1190 |         476 |1558666122976 |   11890 |      945,462,551 |           76,573 |           73,950 |           78,957 |
|       1191 |         477 |1558666134147 |   11901 |      946,273,153 |           76,563 |           72,563 |           78,951 |
|       1192 |       ***** |1558666143792 |   11911 |      946,273,153 |           76,563 |                0 |           78,887 |
|       1193 |       ***** |1558666152980 |   11920 |      946,273,153 |           76,563 |                0 |           78,826 |
|       1194 |       ***** |1558666163089 |   11930 |      946,273,153 |           76,563 |                0 |           78,759 |
|       1195 |         478 |1558666172980 |   11940 |      947,782,434 |           76,551 |           38,866 |           78,820 |
|       1196 |       ***** |1558666182931 |   11950 |      947,782,434 |           76,551 |                0 |           78,755 |
|       1197 |         479 |1558666192935 |   11960 |      950,801,392 |           76,541 |          151,288 |           78,941 |
|       1198 |       ***** |1558666202932 |   11970 |      950,801,392 |           76,541 |                0 |           78,875 |
|       1199 |       ***** |1558666212909 |   11980 |      950,801,392 |           76,541 |                0 |           78,810 |
|       1200 |       ***** |1558666222990 |   11990 |      950,801,392 |           76,541 |                0 |           78,743 |
|       1201 |         480 |1558666232920 |   12000 |      951,359,548 |           76,529 |           13,959 |           78,725 |
|       1202 |         481 |1558666242911 |   12010 |      952,443,056 |           76,517 |          108,448 |           78,750 |
|       1203 |         482 |1558666252931 |   12020 |      952,997,233 |           76,505 |           55,307 |           78,730 |
|       1204 |         483 |1558666262911 |   12030 |      955,743,496 |           76,495 |          275,177 |           78,893 |
|       1205 |       ***** |1558666273043 |   12040 |      955,743,496 |           76,495 |                0 |           78,827 |
|       1206 |       ***** |1558666282938 |   12050 |      955,743,496 |           76,495 |                0 |           78,762 |
|       1207 |       ***** |1558666293088 |   12060 |      955,743,496 |           76,495 |                0 |           78,696 |
|       1208 |         484 |1558666302932 |   12070 |      957,124,265 |           76,484 |           34,501 |           78,746 |
