Watching for changes in count...  Use Ctrl-C to Exit.
|Sample Number|Epoch|Count|Linear Regression Rate|Approx. Instantaneous Rate|
| 626 | 1558700406602 | 313079018 | 100000 | 104628 |
| 627 | 1558700411602 | 313578601 | 100000 | 99917 |
| 628 | 1558700416608 | 314055722 | 100001 | 95310 |
| 629 | 1558700421603 | 314514107 | 100001 | 91769 |
| 630 | 1558700426603 | 314964079 | 100001 | 89994 |
| 631 | 1558700431604 | 315414410 | 100001 | 90048 |
| 632 | 1558700436603 | 315870385 | 100001 | 91213 |
| 633 | 1558700441603 | 316336792 | 100000 | 93281 |
| 634 | 1558700446602 | 316816097 | 100000 | 95880 |
| 635 | 1558700451602 | 317307751 | 100000 | 98331 |
| 636 | 1558700456603 | 317820841 | 99999 | 102597 |
| 637 | 1558700461604 | 318350063 | 99999 | 105823 |
| 638 | 1558700466604 | 318883156 | 99999 | 106619 |
| 639 | 1558700471604 | 319427362 | 99999 | 108841 |
| 640 | 1558700476604 | 319968554 | 99999 | 108238 |
| 641 | 1558700481603 | 320505599 | 99999 | 107430 |
| 642 | 1558700486603 | 321046862 | 99999 | 108253 |
| 643 | 1558700491604 | 321582908 | 100000 | 107188 |
| 644 | 1558700496604 | 322103643 | 100000 | 104147 |
| 645 | 1558700501603 | 322594322 | 100001 | 98155 |
| 646 | 1558700506604 | 323062639 | 100001 | 93645 |
| 647 | 1558700511604 | 323516251 | 100001 | 90722 |
| 648 | 1558700516604 | 323964610 | 100001 | 89672 |
| 649 | 1558700521603 | 324413640 | 100001 | 89824 |
| 650 | 1558700526604 | 324865005 | 100001 | 90255 |
| 651 | 1558700531605 | 325328584 | 100000 | 92697 |
| 652 | 1558700536604 | 325807859 | 100000 | 95874 |
| 653 | 1558700541604 | 326305487 | 100000 | 99526 |
| 654 | 1558700546604 | 326817308 | 99999 | 102364 |
| 655 | 1558700551612 | 327341566 | 99999 | 104684 |
| 656 | 1558700556605 | 327870448 | 99999 | 105925 |
| 657 | 1558700561605 | 328402756 | 99999 | 106462 |
| 658 | 1558700566605 | 328943820 | 99999 | 108213 |
| 659 | 1558700571604 | 329483174 | 99999 | 107892 |
| 660 | 1558700576605 | 330028897 | 99999 | 109123 |
| 661 | 1558700581606 | 330578357 | 99999 | 109870 |
| 662 | 1558700586606 | 331105487 | 100000 | 105426 |
| 663 | 1558700591606 | 331600464 | 100000 | 98995 |
| 664 | 1558700596606 | 332075750 | 100001 | 95057 |
| 665 | 1558700601606 | 332534479 | 100001 | 91746 |
| 666 | 1558700606607 | 332983488 | 100001 | 89784 |
| 667 | 1558700611607 | 333433364 | 100001 | 89975 |
| 668 | 1558700616608 | 333889071 | 100001 | 91123 |
| 669 | 1558700621608 | 334356274 | 100001 | 93441 |
| 670 | 1558700626608 | 334832904 | 100000 | 95326 |
| 671 | 1558700631609 | 335320781 | 100000 | 97556 |
| 672 | 1558700636610 | 335821859 | 100000 | 100196 |
| 673 | 1558700641610 | 336333441 | 99999 | 102316 |
| 674 | 1558700646610 | 336853120 | 99999 | 103936 |
| 675 | 1558700651611 | 337377221 | 99999 | 104799 |
| 676 | 1558700656612 | 337915251 | 99999 | 107584 |
| 677 | 1558700661613 | 338461110 | 99999 | 109150 |
| 678 | 1558700666612 | 339013267 | 99999 | 110453 |
| 679 | 1558700671611 | 339563967 | 99999 | 110162 |
| 680 | 1558700676613 | 340099895 | 100000 | 107143 |
| 681 | 1558700681613 | 340607649 | 100000 | 101551 |
| 682 | 1558700686613 | 341092480 | 100001 | 96966 |
| 683 | 1558700691612 | 341559217 | 100001 | 93366 |
| 684 | 1558700696613 | 342014318 | 100001 | 91002 |
| 685 | 1558700701614 | 342464353 | 100001 | 89989 |
| 686 | 1558700706615 | 342913774 | 100001 | 89866 |
| 687 | 1558700711613 | 343369634 | 100001 | 91208 |
| 688 | 1558700716614 | 343835370 | 100000 | 93129 |
| 689 | 1558700721616 | 344313121 | 100000 | 95512 |
| 690 | 1558700726615 | 344803384 | 100000 | 98072 |
| 691 | 1558700731615 | 345306576 | 99999 | 100638 |
| 692 | 1558700736622 | 345827093 | 99999 | 103958 |
| 693 | 1558700741614 | 346356029 | 99999 | 105957 |
| 694 | 1558700746615 | 346887506 | 99999 | 106274 |
| 695 | 1558700751615 | 347425717 | 99999 | 107642 |
| 696 | 1558700756615 | 347973518 | 99999 | 109560 |
| 697 | 1558700761614 | 348534054 | 99999 | 112130 |
| 698 | 1558700766615 | 349091480 | 99999 | 111463 |
| 699 | 1558700771616 | 349622615 | 100000 | 106206 |
| 700 | 1558700776616 | 350127534 | 100000 | 100984 |
| 701 | 1558700781616 | 350602540 | 100001 | 95001 |
| 702 | 1558700786616 | 351060995 | 100001 | 91691 |
| 703 | 1558700791616 | 351511155 | 100001 | 90032 |
| 704 | 1558700796623 | 351956640 | 100001 | 88972 |
| 705 | 1558700801616 | 352405728 | 100001 | 89944 |
| 706 | 1558700806617 | 352862704 | 100001 | 91377 |
| 707 | 1558700811618 | 353326570 | 100001 | 92755 |
| 708 | 1558700816616 | 353802136 | 100000 | 95151 |
| 709 | 1558700821616 | 354295117 | 100000 | 98596 |
| 710 | 1558700826620 | 354800098 | 99999 | 100915 |
| 711 | 1558700831616 | 355317369 | 99999 | 103537 |
| 712 | 1558700836617 | 355841976 | 99999 | 104900 |
| 713 | 1558700841616 | 356377388 | 99999 | 107104 |
| 714 | 1558700846616 | 356919870 | 99999 | 108496 |
| 715 | 1558700851625 | 357476705 | 99999 | 111167 |
| 716 | 1558700856618 | 358040056 | 99999 | 112828 |
| 717 | 1558700861617 | 358601246 | 99999 | 112260 |
| 718 | 1558700866618 | 359135489 | 100000 | 106827 |
| 719 | 1558700871619 | 359638867 | 100000 | 100655 |
| 720 | 1558700876618 | 360115679 | 100001 | 95381 |
| 721 | 1558700881619 | 360577074 | 100001 | 92261 |
| 722 | 1558700886620 | 361024840 | 100001 | 89535 |
| 723 | 1558700891620 | 361470069 | 100001 | 89046 |
| 724 | 1558700896619 | 361917761 | 100001 | 89556 |
| 725 | 1558700901621 | 362365514 | 100001 | 89515 |
| 726 | 1558700906621 | 362820720 | 100001 | 91041 |
| 727 | 1558700911620 | 363289909 | 100000 | 93857 |
| 728 | 1558700916621 | 363773590 | 100000 | 96717 |
| 729 | 1558700921623 | 364274469 | 99999 | 100136 |
| 730 | 1558700926621 | 364789628 | 99999 | 103073 |
| 731 | 1558700931622 | 365309913 | 99999 | 104036 |
| 732 | 1558700936623 | 365849390 | 99999 | 107874 |
| 733 | 1558700941623 | 366405118 | 99999 | 111146 |
| 734 | 1558700946623 | 366975762 | 99999 | 114129 |
| 735 | 1558700951623 | 367556287 | 99999 | 116105 |
| 736 | 1558700956622 | 368123902 | 99999 | 113546 |
| 737 | 1558700961623 | 368655815 | 100000 | 106361 |
| 738 | 1558700966624 | 369160238 | 100000 | 100864 |
| 739 | 1558700971624 | 369639901 | 100001 | 95933 |
| 740 | 1558700976623 | 370104713 | 100001 | 92981 |
| 741 | 1558700981624 | 370553652 | 100001 | 89770 |
| 742 | 1558700986625 | 370994928 | 100001 | 88238 |
| 743 | 1558700991625 | 371432166 | 100001 | 87448 |
| 744 | 1558700996624 | 371872741 | 100001 | 88133 |
| 745 | 1558701001624 | 372324577 | 100001 | 90367 |
| 746 | 1558701006624 | 372783124 | 100000 | 91709 |
| 747 | 1558701011626 | 373257303 | 100000 | 94798 |
| 748 | 1558701016626 | 373749422 | 100000 | 98424 |
| 749 | 1558701021626 | 374258610 | 99999 | 101838 |
| 750 | 1558701026628 | 374784146 | 99999 | 105065 |
| 751 | 1558701031627 | 375327225 | 99999 | 108638 |
| 752 | 1558701036627 | 375887629 | 99998 | 112081 |
| 753 | 1558701041627 | 376460389 | 99999 | 114552 |
| 754 | 1558701046627 | 377040444 | 99999 | 116011 |
| 755 | 1558701051627 | 377608929 | 99999 | 113697 |
| 756 | 1558701056626 | 378152353 | 100000 | 108707 |
| 757 | 1558701061626 | 378671002 | 100000 | 103730 |
| 758 | 1558701066627 | 379156747 | 100000 | 97130 |
| 759 | 1558701071627 | 379628905 | 100001 | 94432 |
| 760 | 1558701076627 | 380083979 | 100001 | 91015 |
| 761 | 1558701081627 | 380525771 | 100001 | 88358 |
| 762 | 1558701086626 | 380966637 | 100001 | 88191 |
| 763 | 1558701091626 | 381406706 | 100001 | 88014 |
| 764 | 1558701096627 | 381853974 | 100001 | 89436 |
| 765 | 1558701101627 | 382310139 | 100001 | 91233 |
| 766 | 1558701106627 | 382772427 | 100000 | 92458 |
| 767 | 1558701111628 | 383250352 | 100000 | 95566 |
| 768 | 1558701116628 | 383747125 | 100000 | 99355 |
| 769 | 1558701121628 | 384261373 | 99999 | 102850 |
| 770 | 1558701126628 | 384793991 | 99999 | 106524 |
| 771 | 1558701131628 | 385342509 | 99999 | 109704 |
| 772 | 1558701136627 | 385898566 | 99999 | 111234 |
| 773 | 1558701141628 | 386476902 | 99999 | 115644 |
| 774 | 1558701146629 | 387058652 | 99999 | 116327 |
| 775 | 1558701151629 | 387624733 | 99999 | 113216 |
| 776 | 1558701156629 | 388163237 | 100000 | 107701 |
| 777 | 1558701161629 | 388670482 | 100000 | 101449 |
| 778 | 1558701166629 | 389153975 | 100000 | 96699 |
| 779 | 1558701171629 | 389615690 | 100001 | 92343 |
| 780 | 1558701176628 | 390067540 | 100001 | 90388 |
| 781 | 1558701181630 | 390516512 | 100001 | 89758 |
| 782 | 1558701186628 | 390957862 | 100001 | 88305 |
| 783 | 1558701191629 | 391402666 | 100001 | 88943 |
| 784 | 1558701196630 | 391849146 | 100001 | 89278 |
| 785 | 1558701201630 | 392304297 | 100001 | 91030 |
| 786 | 1558701206629 | 392769130 | 100000 | 92985 |
| 787 | 1558701211630 | 393249232 | 100000 | 96001 |
| 788 | 1558701216631 | 393748368 | 99999 | 99807 |
| 789 | 1558701221631 | 394261589 | 99999 | 102644 |
| 790 | 1558701226631 | 394793098 | 99999 | 106302 |
| 791 | 1558701231631 | 395339633 | 99999 | 109307 |
| 792 | 1558701236632 | 395902163 | 99999 | 112484 |
| 793 | 1558701241633 | 396476733 | 99999 | 114891 |
| 794 | 1558701246633 | 397048241 | 99999 | 114302 |
| 795 | 1558701251633 | 397609500 | 99999 | 112252 |
| 796 | 1558701256633 | 398150543 | 100000 | 108209 |
| 797 | 1558701261633 | 398669328 | 100000 | 103757 |
| 798 | 1558701266633 | 399161531 | 100000 | 98441 |
| 799 | 1558701271632 | 399636064 | 100001 | 94926 |
| 800 | 1558701276634 | 400094105 | 100001 | 91572 |
| 801 | 1558701281632 | 400540624 | 100001 | 89340 |
| 802 | 1558701286633 | 400981344 | 100001 | 88126 |
| 803 | 1558701291632 | 401420212 | 100001 | 87791 |
| 804 | 1558701296633 | 401862346 | 100001 | 88409 |
| 805 | 1558701301635 | 402314377 | 100001 | 90370 |
| 806 | 1558701306633 | 402776799 | 100000 | 92521 |
| 807 | 1558701311634 | 403256941 | 100000 | 96009 |
| 808 | 1558701316635 | 403751583 | 100000 | 98909 |
| 809 | 1558701321635 | 404254807 | 99999 | 100645 |
| 810 | 1558701326635 | 404777767 | 99999 | 104592 |
| 811 | 1558701331636 | 405317470 | 99999 | 107919 |
| 812 | 1558701336635 | 405875169 | 99999 | 111562 |
| 813 | 1558701341634 | 406449104 | 99999 | 114810 |
| 814 | 1558701346635 | 407026906 | 99999 | 115537 |
| 815 | 1558701351637 | 407597834 | 99999 | 114140 |
| 816 | 1558701356637 | 408152197 | 99999 | 110873 |
| 817 | 1558701361636 | 408681126 | 100000 | 105807 |
| 818 | 1558701366636 | 409177172 | 100000 | 99209 |
| 819 | 1558701371637 | 409653404 | 100001 | 95227 |
| 820 | 1558701376637 | 410113759 | 100001 | 92071 |
| 821 | 1558701381637 | 410559007 | 100001 | 89050 |
| 822 | 1558701386637 | 410995843 | 100001 | 87367 |
| 823 | 1558701391637 | 411430944 | 100001 | 87020 |
| 824 | 1558701396636 | 411869078 | 100001 | 87644 |
| 825 | 1558701401637 | 412311547 | 100001 | 88476 |
| 826 | 1558701406638 | 412766156 | 100000 | 90904 |
| 827 | 1558701411638 | 413234426 | 100000 | 93654 |
| 828 | 1558701416638 | 413726733 | 100000 | 98461 |
| 829 | 1558701421637 | 414237958 | 99999 | 102265 |
| 830 | 1558701426637 | 414761524 | 99999 | 104713 |
| 831 | 1558701431638 | 415304403 | 99999 | 108554 |
| 832 | 1558701436638 | 415861435 | 99999 | 111406 |
| 833 | 1558701441638 | 416433589 | 99999 | 114431 |
| 834 | 1558701446637 | 417011128 | 99999 | 115531 |
| 835 | 1558701451638 | 417586737 | 99999 | 115099 |
| 836 | 1558701456638 | 418150964 | 99999 | 112845 |
| 837 | 1558701461638 | 418689262 | 100000 | 107660 |
| 838 | 1558701466637 | 419197276 | 100000 | 101623 |
| 839 | 1558701471638 | 419680314 | 100001 | 96588 |
| 840 | 1558701476637 | 420139953 | 100001 | 91946 |
| 841 | 1558701481638 | 420591115 | 100001 | 90214 |
| 842 | 1558701486639 | 421031938 | 100001 | 88147 |
| 843 | 1558701491639 | 421467723 | 100001 | 87157 |
| 844 | 1558701496639 | 421901348 | 100001 | 86725 |
| 845 | 1558701501638 | 422343193 | 100001 | 88387 |
| 846 | 1558701506639 | 422788811 | 100001 | 89106 |
| 847 | 1558701511640 | 423245143 | 100000 | 91248 |
| 848 | 1558701516640 | 423715479 | 100000 | 94067 |
| 849 | 1558701521640 | 424210280 | 100000 | 98960 |
| 850 | 1558701526641 | 424724333 | 99999 | 102790 |
| 851 | 1558701531641 | 425259318 | 99999 | 106997 |
| 852 | 1558701536641 | 425810389 | 99999 | 110214 |
| 853 | 1558701541641 | 426378114 | 99999 | 113545 |
| 854 | 1558701546640 | 426957518 | 99999 | 115904 |
| 855 | 1558701551641 | 427544478 | 99999 | 117369 |
| 856 | 1558701556642 | 428113582 | 99999 | 113798 |
| 857 | 1558701561642 | 428667608 | 99999 | 110805 |
| 858 | 1558701566641 | 429194409 | 100000 | 105381 |
| 859 | 1558701571642 | 429695295 | 100000 | 100157 |
| 860 | 1558701576643 | 430174033 | 100001 | 95728 |
| 861 | 1558701581643 | 430631698 | 100001 | 91533 |
| 862 | 1558701586643 | 431078245 | 100001 | 89309 |
| 863 | 1558701591642 | 431518128 | 100001 | 87994 |
| 864 | 1558701596643 | 431957415 | 100001 | 87840 |
| 865 | 1558701601644 | 432396160 | 100001 | 87731 |
| 866 | 1558701606649 | 432837434 | 100001 | 88167 |
| 867 | 1558701611643 | 433288529 | 100001 | 90327 |
| 868 | 1558701616644 | 433746974 | 100000 | 91671 |
| 869 | 1558701621644 | 434223398 | 100000 | 95285 |
| 870 | 1558701626643 | 434719682 | 100000 | 99277 |
| 871 | 1558701631645 | 435232210 | 99999 | 102465 |
| 872 | 1558701636643 | 435760994 | 99999 | 105799 |
| 873 | 1558701641644 | 436312082 | 99999 | 110196 |
| 874 | 1558701646644 | 436873563 | 99999 | 112296 |
| 875 | 1558701651648 | 437455616 | 99999 | 116318 |
| 876 | 1558701656644 | 438042467 | 99999 | 117464 |
| 877 | 1558701661644 | 438616869 | 99999 | 114880 |
| 878 | 1558701666648 | 439164208 | 99999 | 109380 |
| 879 | 1558701671644 | 439693356 | 100000 | 105914 |
| 880 | 1558701676644 | 440198209 | 100000 | 100971 |
| 881 | 1558701681644 | 440678269 | 100001 | 96012 |
| 882 | 1558701686644 | 441140873 | 100001 | 92521 |
| 883 | 1558701691644 | 441590409 | 100001 | 89907 |
| 884 | 1558701696644 | 442028085 | 100001 | 87535 |
| 885 | 1558701701643 | 442466402 | 100001 | 87681 |
| 886 | 1558701706644 | 442901905 | 100001 | 87083 |
| 887 | 1558701711645 | 443339335 | 100001 | 87469 |
| 888 | 1558701716646 | 443785577 | 100001 | 89231 |
| 889 | 1558701721645 | 444248627 | 100000 | 92629 |
| 890 | 1558701726645 | 444724912 | 100000 | 95257 |
| 891 | 1558701731646 | 445217966 | 100000 | 98591 |
| 892 | 1558701736646 | 445733277 | 99999 | 103062 |
| 893 | 1558701741646 | 446263459 | 99999 | 106036 |
| 894 | 1558701746646 | 446801916 | 99999 | 107691 |
| 895 | 1558701751646 | 447356630 | 99999 | 110943 |
| 896 | 1558701756649 | 447930084 | 99999 | 114622 |
| 897 | 1558701761649 | 448510407 | 99999 | 116065 |
| 898 | 1558701766648 | 449094156 | 99999 | 116773 |
| 899 | 1558701771647 | 449656057 | 99999 | 112403 |
| 900 | 1558701776647 | 450189993 | 100000 | 106787 |
| 901 | 1558701781648 | 450697203 | 100000 | 101422 |
| 902 | 1558701786647 | 451178318 | 100000 | 96242 |
| 903 | 1558701791647 | 451649782 | 100001 | 94293 |
| 904 | 1558701796647 | 452107238 | 100001 | 91491 |
| 905 | 1558701801648 | 452554362 | 100001 | 89407 |
| 906 | 1558701806649 | 452995108 | 100001 | 88132 |
| 907 | 1558701811649 | 453429742 | 100001 | 86927 |
| 908 | 1558701816649 | 453869694 | 100001 | 87990 |
| 909 | 1558701821649 | 454317313 | 100001 | 89524 |
| 910 | 1558701826650 | 454775674 | 100001 | 91654 |
| 911 | 1558701831651 | 455245808 | 100000 | 94008 |
| 912 | 1558701836651 | 455732353 | 100000 | 97309 |
| 913 | 1558701841651 | 456231513 | 100000 | 99832 |
| 914 | 1558701846651 | 456740496 | 99999 | 101797 |
| 915 | 1558701851651 | 457270121 | 99999 | 105925 |
| 916 | 1558701856651 | 457816440 | 99999 | 109264 |
| 917 | 1558701861651 | 458384176 | 99999 | 113547 |
| 918 | 1558701866651 | 458962860 | 99999 | 115737 |
| 919 | 1558701871651 | 459546725 | 99999 | 116773 |
| 920 | 1558701876650 | 460120731 | 99999 | 114824 |
| 921 | 1558701881651 | 460670235 | 100000 | 109879 |
| 922 | 1558701886651 | 461190642 | 100000 | 104081 |
| 923 | 1558701891650 | 461685483 | 100000 | 98988 |
| 924 | 1558701896651 | 462163140 | 100000 | 95512 |
| 925 | 1558701901650 | 462624678 | 100001 | 92326 |
| 926 | 1558701906650 | 463079049 | 100001 | 90874 |
| 927 | 1558701911650 | 463524402 | 100001 | 89071 |
| 928 | 1558701916651 | 463965494 | 100001 | 88201 |
| 929 | 1558701921651 | 464405383 | 100001 | 87978 |
| 930 | 1558701926650 | 464848800 | 100001 | 88701 |
| 931 | 1558701931651 | 465298713 | 100001 | 89965 |
| 932 | 1558701936650 | 465761379 | 100000 | 92552 |
| 933 | 1558701941651 | 466240290 | 100000 | 95763 |
| 934 | 1558701946651 | 466735220 | 100000 | 98986 |
| 935 | 1558701951651 | 467242323 | 99999 | 101421 |
| 936 | 1558701956650 | 467766357 | 99999 | 104828 |
| 937 | 1558701961650 | 468305758 | 99999 | 107880 |
| 938 | 1558701966651 | 468853075 | 99999 | 109442 |
| 939 | 1558701971651 | 469422237 | 99999 | 113832 |
| 940 | 1558701976652 | 469998673 | 99999 | 115264 |
| 941 | 1558701981652 | 470573775 | 99999 | 115020 |
| 942 | 1558701986652 | 471136227 | 99999 | 112490 |
| 943 | 1558701991651 | 471669710 | 100000 | 106718 |
| 944 | 1558701996651 | 472179452 | 100000 | 101948 |
| 945 | 1558702001652 | 472667259 | 100000 | 97542 |
| 946 | 1558702006653 | 473138411 | 100001 | 94212 |
| 947 | 1558702011653 | 473599950 | 100001 | 92308 |
| 948 | 1558702016653 | 474055471 | 100001 | 91104 |
| 949 | 1558702021652 | 474505041 | 100001 | 89932 |
| 950 | 1558702026653 | 474947345 | 100001 | 88443 |
| 951 | 1558702031653 | 475394274 | 100001 | 89386 |
| 952 | 1558702036652 | 475842685 | 100001 | 89700 |
| 953 | 1558702041652 | 476298893 | 100000 | 91242 |
| 954 | 1558702046653 | 476765395 | 100000 | 93282 |
| 955 | 1558702051653 | 477244963 | 100000 | 95914 |
| 956 | 1558702056652 | 477737816 | 100000 | 98590 |
| 957 | 1558702061652 | 478248480 | 99999 | 102133 |
| 958 | 1558702066653 | 478774812 | 99999 | 105245 |
| 959 | 1558702071653 | 479317205 | 99999 | 108479 |
| 960 | 1558702076652 | 479874916 | 99999 | 111565 |
| 961 | 1558702081652 | 480446255 | 99999 | 114268 |
| 962 | 1558702086653 | 481019445 | 99999 | 114615 |
| 963 | 1558702091654 | 481584819 | 99999 | 113052 |
| 964 | 1558702096654 | 482134565 | 99999 | 109949 |
| 965 | 1558702101659 | 482663941 | 100000 | 105769 |
| 966 | 1558702106654 | 483172137 | 100000 | 101741 |
| 967 | 1558702111654 | 483661549 | 100000 | 97882 |
| 968 | 1558702116654 | 484134510 | 100001 | 94592 |
| 969 | 1558702121654 | 484596986 | 100001 | 92495 |
| 970 | 1558702126655 | 485050841 | 100001 | 90753 |
| 971 | 1558702131656 | 485497127 | 100001 | 89239 |
| 972 | 1558702136655 | 485945831 | 100001 | 89759 |
| 973 | 1558702141654 | 486396223 | 100001 | 90096 |
| 974 | 1558702146654 | 486844668 | 100001 | 89689 |
| 975 | 1558702151654 | 487300766 | 100000 | 91220 |
| 976 | 1558702156655 | 487764497 | 100000 | 92728 |
| 977 | 1558702161655 | 488243412 | 100000 | 95783 |
| 978 | 1558702166654 | 488738328 | 100000 | 99003 |
| 979 | 1558702171654 | 489249974 | 99999 | 102329 |
| 980 | 1558702176655 | 489777214 | 99999 | 105427 |
| 981 | 1558702181654 | 490321347 | 99999 | 108848 |
| 982 | 1558702186655 | 490877214 | 99999 | 111151 |
| 983 | 1558702191656 | 491440681 | 99999 | 112671 |
| 984 | 1558702196654 | 492013110 | 99999 | 114532 |
| 985 | 1558702201655 | 492578058 | 99999 | 112967 |
| 986 | 1558702206656 | 493126247 | 99999 | 109616 |
| 987 | 1558702211656 | 493651027 | 100000 | 104956 |
| 988 | 1558702216656 | 494155188 | 100000 | 100832 |
| 989 | 1558702221656 | 494645925 | 100000 | 98147 |
| 990 | 1558702226656 | 495116886 | 100000 | 94192 |
| 991 | 1558702231657 | 495581978 | 100001 | 93000 |
| 992 | 1558702236656 | 496042710 | 100001 | 92165 |
| 993 | 1558702241656 | 496499481 | 100001 | 91354 |
| 994 | 1558702246657 | 496955134 | 100001 | 91112 |
| 995 | 1558702251656 | 497407128 | 100001 | 90417 |
| 996 | 1558702256656 | 497866937 | 100001 | 91962 |
| 997 | 1558702261657 | 498327600 | 100000 | 92114 |
| 998 | 1558702266656 | 498794662 | 100000 | 93431 |
| 999 | 1558702271656 | 499273578 | 100000 | 95783 |
| 1000 | 1558702276657 | 499765916 | 100000 | 98448 |
| 1001 | 1558702281658 | 500267427 | 100000 | 100282 |
| 1002 | 1558702286657 | 500781811 | 99999 | 102897 |
| 1003 | 1558702291659 | 501312641 | 99999 | 106124 |
| 1004 | 1558702296657 | 501860612 | 99999 | 109638 |
| 1005 | 1558702301658 | 502420536 | 99999 | 111962 |
| 1006 | 1558702306658 | 502986585 | 99999 | 113210 |
| 1007 | 1558702311658 | 503546321 | 99999 | 111947 |
| 1008 | 1558702316658 | 504098161 | 99999 | 110368 |
| 1009 | 1558702321657 | 504633427 | 100000 | 107075 |
| 1010 | 1558702326657 | 505144818 | 100000 | 102278 |
| 1011 | 1558702331658 | 505641786 | 100000 | 99374 |
| 1012 | 1558702336657 | 506125664 | 100000 | 96795 |
| 1013 | 1558702341658 | 506597257 | 100000 | 94300 |
| 1014 | 1558702346659 | 507062517 | 100001 | 93033 |
| 1015 | 1558702351659 | 507523192 | 100001 | 92135 |
| 1016 | 1558702356658 | 507980415 | 100001 | 91463 |
| 1017 | 1558702361659 | 508435005 | 100001 | 90900 |
| 1018 | 1558702366660 | 508893651 | 100001 | 91711 |
| 1019 | 1558702371660 | 509351557 | 100001 | 91581 |
| 1020 | 1558702376660 | 509816960 | 100000 | 93081 |
| 1021 | 1558702381659 | 510288000 | 100000 | 94227 |
| 1022 | 1558702386661 | 510768002 | 100000 | 95962 |
| 1023 | 1558702391660 | 511261380 | 100000 | 98695 |
| 1024 | 1558702396661 | 511770778 | 100000 | 101859 |
| 1025 | 1558702401661 | 512288953 | 99999 | 103635 |
| 1026 | 1558702406661 | 512826755 | 99999 | 107560 |
| 1027 | 1558702411660 | 513379803 | 99999 | 110632 |
| 1028 | 1558702416660 | 513937935 | 99999 | 111626 |
| 1029 | 1558702421660 | 514501224 | 99999 | 112658 |
| 1030 | 1558702426661 | 515057424 | 99999 | 111218 |
| 1031 | 1558702431661 | 515602149 | 99999 | 108945 |
| 1032 | 1558702436660 | 516128549 | 100000 | 105301 |
| 1033 | 1558702441660 | 516643317 | 100000 | 102954 |
| 1034 | 1558702446661 | 517138926 | 100000 | 99102 |
| 1035 | 1558702451660 | 517623432 | 100000 | 96921 |
| 1036 | 1558702456661 | 518092236 | 100000 | 93742 |
| 1037 | 1558702461662 | 518555674 | 100001 | 92669 |
| 1038 | 1558702466661 | 519019675 | 100001 | 92819 |
| 1039 | 1558702471662 | 519481899 | 100001 | 92426 |
| 1040 | 1558702476661 | 519942160 | 100001 | 92071 |
| 1041 | 1558702481663 | 520400327 | 100001 | 91597 |
| 1042 | 1558702486663 | 520860208 | 100001 | 91976 |
| 1043 | 1558702491663 | 521322319 | 100000 | 92422 |
| 1044 | 1558702496662 | 521788486 | 100000 | 93252 |
| 1045 | 1558702501663 | 522265957 | 100000 | 95475 |
| 1046 | 1558702506663 | 522753916 | 100000 | 97592 |
| 1047 | 1558702511663 | 523260449 | 100000 | 101307 |
| 1048 | 1558702516664 | 523779182 | 99999 | 103726 |
| 1049 | 1558702521663 | 524313131 | 99999 | 106811 |
| 1050 | 1558702526664 | 524865182 | 99999 | 110388 |
| 1051 | 1558702531664 | 525429268 | 99999 | 112817 |
| 1052 | 1558702536664 | 525990621 | 99999 | 112271 |
| 1053 | 1558702541663 | 526549150 | 99999 | 111728 |
| 1054 | 1558702546664 | 527100682 | 99999 | 110284 |
| 1055 | 1558702551665 | 527635931 | 100000 | 107028 |
| 1056 | 1558702556664 | 528154433 | 100000 | 103721 |
| 1057 | 1558702561663 | 528656320 | 100000 | 100397 |
| 1058 | 1558702566664 | 529136719 | 100000 | 96061 |
| 1059 | 1558702571665 | 529609345 | 100000 | 94506 |
| 1060 | 1558702576666 | 530073704 | 100001 | 92853 |
| 1061 | 1558702581666 | 530533479 | 100001 | 91955 |
| 1062 | 1558702586666 | 530992605 | 100001 | 91825 |
| 1063 | 1558702591667 | 531451865 | 100001 | 91834 |
| 1064 | 1558702596667 | 531906565 | 100001 | 90940 |
| 1065 | 1558702601667 | 532364744 | 100001 | 91636 |
| 1066 | 1558702606671 | 532824775 | 100000 | 91933 |
| 1067 | 1558702611667 | 533287156 | 100000 | 92550 |
| 1068 | 1558702616666 | 533759523 | 100000 | 94492 |
| 1069 | 1558702621667 | 534242939 | 100000 | 96664 |
| 1070 | 1558702626667 | 534743991 | 100000 | 100210 |
| 1071 | 1558702631667 | 535257816 | 99999 | 102765 |
| 1072 | 1558702636673 | 535793524 | 99999 | 107013 |
| 1073 | 1558702641667 | 536347263 | 99999 | 110881 |
| 1074 | 1558702646667 | 536917785 | 99999 | 114104 |
| 1075 | 1558702651667 | 537491746 | 99999 | 114792 |
| 1076 | 1558702656666 | 538056273 | 99999 | 112928 |
| 1077 | 1558702661666 | 538608013 | 99999 | 110348 |
| 1078 | 1558702666667 | 539143265 | 100000 | 107029 |
| 1079 | 1558702671666 | 539658989 | 100000 | 103165 |
| 1080 | 1558702676667 | 540158545 | 100000 | 99891 |
| 1081 | 1558702681668 | 540646295 | 100000 | 97530 |
| 1082 | 1558702686666 | 541118191 | 100000 | 94417 |
| 1083 | 1558702691667 | 541583062 | 100001 | 92956 |
| 1084 | 1558702696667 | 542046644 | 100001 | 92716 |
| 1085 | 1558702701667 | 542504336 | 100001 | 91538 |
| 1086 | 1558702706667 | 542961599 | 100001 | 91453 |
