Watching for changes in count...  Use Ctrl-C to Exit.
|Sample Number|Epoch|Count|Linear Regression Rate|Approx. Instantaneous Rate|
| 872 | 1558658435839 | 435270784 | 100000 | 93799 |
| 873 | 1558658440834 | 435750525 | 100000 | 96044 |
| 874 | 1558658445845 | 436242310 | 99999 | 98141 |
| 875 | 1558658450834 | 436750133 | 99999 | 101789 |
| 876 | 1558658455833 | 437276306 | 99999 | 105256 |
| 877 | 1558658460833 | 437813819 | 99999 | 107503 |
| 878 | 1558658465835 | 438364795 | 99999 | 110151 |
| 879 | 1558658470834 | 438927482 | 99999 | 112560 |
| 880 | 1558658475834 | 439489848 | 99999 | 112473 |
| 881 | 1558658480834 | 440046590 | 99999 | 111348 |
| 882 | 1558658485839 | 440592492 | 99999 | 109071 |
| 883 | 1558658490833 | 441122977 | 99999 | 106224 |
| 884 | 1558658495834 | 441635204 | 100000 | 102425 |
| 885 | 1558658500833 | 442129168 | 100000 | 98813 |
| 886 | 1558658505833 | 442607595 | 100000 | 95685 |
| 887 | 1558658510834 | 443074655 | 100001 | 93393 |
| 888 | 1558658515833 | 443529663 | 100001 | 91020 |
| 889 | 1558658520834 | 443975992 | 100001 | 89248 |
| 890 | 1558658525835 | 444422249 | 100001 | 89234 |
| 891 | 1558658530835 | 444871852 | 100001 | 89921 |
| 892 | 1558658535834 | 445323450 | 100000 | 90338 |
| 893 | 1558658540843 | 445781396 | 100000 | 91425 |
| 894 | 1558658545835 | 446252438 | 100000 | 94359 |
| 895 | 1558658550834 | 446736200 | 100000 | 96772 |
| 896 | 1558658555842 | 447233153 | 99999 | 99232 |
| 897 | 1558658560834 | 447744903 | 99999 | 102514 |
| 898 | 1558658565835 | 448277170 | 99999 | 106432 |
| 899 | 1558658570843 | 448819644 | 99999 | 108321 |
| 900 | 1558658575841 | 449379625 | 99999 | 112041 |
| 901 | 1558658580835 | 449948691 | 99999 | 113950 |
| 902 | 1558658585836 | 450508173 | 99999 | 111874 |
| 903 | 1558658590834 | 451068829 | 99999 | 112176 |
| 904 | 1558658595834 | 451614427 | 99999 | 109120 |
| 905 | 1558658600835 | 452139671 | 100000 | 105028 |
| 906 | 1558658605836 | 452645726 | 100000 | 101191 |
| 907 | 1558658610836 | 453132483 | 100000 | 97351 |
| 908 | 1558658615835 | 453607679 | 100000 | 95058 |
| 909 | 1558658620835 | 454069441 | 100001 | 92352 |
| 910 | 1558658625836 | 454521530 | 100001 | 90400 |
| 911 | 1558658630836 | 454966843 | 100001 | 89063 |
| 912 | 1558658635835 | 455410111 | 100001 | 88671 |
| 913 | 1558658640835 | 455858854 | 100001 | 89749 |
| 914 | 1558658645836 | 456311870 | 100000 | 90585 |
| 915 | 1558658650835 | 456769517 | 100000 | 91548 |
| 916 | 1558658655836 | 457239138 | 100000 | 93905 |
| 917 | 1558658660837 | 457723622 | 100000 | 96877 |
| 918 | 1558658665837 | 458227621 | 99999 | 100800 |
| 919 | 1558658670837 | 458745302 | 99999 | 103536 |
| 920 | 1558658675838 | 459276862 | 99999 | 106291 |
| 921 | 1558658680848 | 459818406 | 99999 | 108093 |
| 922 | 1558658685837 | 460374520 | 99999 | 111468 |
| 923 | 1558658690838 | 460939597 | 99999 | 112993 |
| 924 | 1558658695837 | 461503630 | 99999 | 112829 |
| 925 | 1558658700837 | 462062667 | 99999 | 111807 |
| 926 | 1558658705838 | 462611030 | 99999 | 109651 |
| 927 | 1558658710837 | 463142977 | 100000 | 106411 |
| 928 | 1558658715838 | 463651167 | 100000 | 101618 |
| 929 | 1558658720837 | 464142599 | 100000 | 98306 |
| 930 | 1558658725843 | 464619233 | 100000 | 95213 |
| 931 | 1558658730838 | 465080856 | 100001 | 92417 |
| 932 | 1558658735843 | 465535483 | 100001 | 90835 |
| 933 | 1558658740838 | 465981263 | 100001 | 89245 |
| 934 | 1558658745838 | 466427543 | 100001 | 89256 |
| 935 | 1558658750837 | 466874727 | 100001 | 89455 |
| 936 | 1558658755842 | 467323230 | 100001 | 89611 |
| 937 | 1558658760839 | 467781019 | 100000 | 91613 |
| 938 | 1558658765838 | 468246889 | 100000 | 93193 |
| 939 | 1558658770838 | 468727885 | 100000 | 96199 |
| 940 | 1558658775839 | 469212863 | 100000 | 96976 |
| 941 | 1558658780839 | 469723387 | 99999 | 102105 |
| 942 | 1558658785838 | 470248440 | 99999 | 105032 |
| 943 | 1558658790839 | 470790753 | 99999 | 108441 |
| 944 | 1558658795840 | 471348788 | 99999 | 111585 |
| 945 | 1558658800848 | 471912866 | 99999 | 112635 |
| 946 | 1558658805841 | 472484647 | 99999 | 114517 |
| 947 | 1558658810840 | 473051980 | 99999 | 113489 |
| 948 | 1558658815841 | 473607407 | 99999 | 111063 |
| 949 | 1558658820840 | 474145745 | 99999 | 107689 |
| 950 | 1558658825840 | 474661881 | 100000 | 103227 |
| 951 | 1558658830842 | 475155657 | 100000 | 98716 |
| 952 | 1558658835841 | 475635191 | 100000 | 95926 |
| 953 | 1558658840840 | 476101453 | 100001 | 93271 |
| 954 | 1558658845840 | 476557119 | 100001 | 91133 |
| 955 | 1558658850841 | 477007222 | 100001 | 90003 |
| 956 | 1558658855841 | 477451049 | 100001 | 88765 |
| 957 | 1558658860842 | 477892347 | 100001 | 88242 |
| 958 | 1558658865847 | 478339843 | 100001 | 89410 |
| 959 | 1558658870849 | 478793697 | 100000 | 90735 |
| 960 | 1558658875850 | 479254894 | 100000 | 92221 |
| 961 | 1558658880852 | 479728509 | 100000 | 94685 |
| 962 | 1558658885860 | 480214959 | 100000 | 97135 |
| 963 | 1558658890841 | 480718733 | 99999 | 101139 |
| 964 | 1558658895842 | 481234113 | 99999 | 103055 |
| 965 | 1558658900845 | 481763957 | 99999 | 105905 |
| 966 | 1558658905860 | 482308619 | 99999 | 108607 |
| 967 | 1558658910841 | 482870026 | 99999 | 112710 |
| 968 | 1558658915844 | 483445361 | 99999 | 114998 |
| 969 | 1558658920841 | 484012377 | 99999 | 113471 |
| 970 | 1558658925842 | 484572219 | 99999 | 111946 |
| 971 | 1558658930842 | 485123661 | 99999 | 110288 |
| 972 | 1558658935842 | 485653311 | 100000 | 105930 |
| 973 | 1558658940842 | 486162272 | 100000 | 101792 |
| 974 | 1558658945843 | 486652629 | 100000 | 98052 |
| 975 | 1558658950844 | 487125491 | 100000 | 94553 |
| 976 | 1558658955842 | 487586411 | 100001 | 92221 |
| 977 | 1558658960846 | 488041898 | 100001 | 91025 |
| 978 | 1558658965842 | 488491106 | 100001 | 89914 |
| 979 | 1558658970843 | 488935592 | 100001 | 88879 |
| 980 | 1558658975844 | 489380035 | 100001 | 88871 |
| 981 | 1558658980845 | 489829472 | 100001 | 89869 |
| 982 | 1558658985852 | 490282156 | 100000 | 90410 |
| 983 | 1558658990845 | 490744728 | 100000 | 92644 |
| 984 | 1558658995844 | 491223554 | 100000 | 95784 |
| 985 | 1558659000844 | 491714485 | 100000 | 98186 |
| 986 | 1558659005851 | 492219768 | 99999 | 100915 |
| 987 | 1558659010844 | 492745105 | 99999 | 105215 |
| 988 | 1558659015855 | 493280762 | 99999 | 106896 |
| 989 | 1558659020845 | 493836800 | 99999 | 111430 |
| 990 | 1558659025844 | 494400340 | 99999 | 112731 |
| 991 | 1558659030851 | 494970711 | 99999 | 113915 |
| 992 | 1558659035845 | 495539597 | 99999 | 113914 |
| 993 | 1558659040846 | 496093285 | 99999 | 110715 |
| 994 | 1558659045849 | 496629874 | 99999 | 107253 |
| 995 | 1558659050854 | 497153368 | 100000 | 104594 |
| 996 | 1558659055846 | 497658513 | 100000 | 101191 |
| 997 | 1558659060847 | 498144326 | 100000 | 97143 |
| 998 | 1558659065846 | 498615544 | 100000 | 94262 |
| 999 | 1558659070846 | 499078263 | 100001 | 92544 |
| 1000 | 1558659075846 | 499532806 | 100001 | 90909 |
| 1001 | 1558659080846 | 499984783 | 100001 | 90395 |
| 1002 | 1558659085847 | 500431810 | 100001 | 89388 |
| 1003 | 1558659090847 | 500875083 | 100001 | 88655 |
| 1004 | 1558659095846 | 501326183 | 100001 | 90238 |
| 1005 | 1558659100846 | 501780495 | 100000 | 90862 |
| 1006 | 1558659105856 | 502243964 | 100000 | 92509 |
| 1007 | 1558659110847 | 502720058 | 100000 | 95391 |
| 1008 | 1558659115846 | 503206993 | 100000 | 97406 |
| 1009 | 1558659120846 | 503707227 | 99999 | 100047 |
| 1010 | 1558659125847 | 504224056 | 99999 | 103345 |
| 1011 | 1558659130854 | 504759878 | 99999 | 107015 |
| 1012 | 1558659135847 | 505317045 | 99999 | 111590 |
| 1013 | 1558659140871 | 505879384 | 99999 | 111931 |
| 1014 | 1558659145853 | 506452952 | 99999 | 115128 |
| 1015 | 1558659150847 | 507027566 | 99999 | 115061 |
| 1016 | 1558659155846 | 507595444 | 99999 | 113598 |
| 1017 | 1558659160847 | 508142601 | 99999 | 109410 |
| 1018 | 1558659165846 | 508673356 | 100000 | 106172 |
| 1019 | 1558659170847 | 509181796 | 100000 | 101668 |
| 1020 | 1558659175847 | 509671195 | 100000 | 97880 |
| 1021 | 1558659180847 | 510144988 | 100000 | 94759 |
| 1022 | 1558659185884 | 510605168 | 100001 | 91360 |
| 1023 | 1558659190847 | 511059562 | 100001 | 91556 |
| 1024 | 1558659195847 | 511503526 | 100001 | 88793 |
| 1025 | 1558659200847 | 511943528 | 100001 | 88000 |
| 1026 | 1558659205850 | 512383367 | 100001 | 87915 |
| 1027 | 1558659210848 | 512826972 | 100001 | 88757 |
| 1028 | 1558659215848 | 513273225 | 100000 | 89251 |
| 1029 | 1558659220870 | 513728512 | 100000 | 90659 |
| 1030 | 1558659225848 | 514198830 | 100000 | 94479 |
| 1031 | 1558659230847 | 514680651 | 100000 | 96383 |
| 1032 | 1558659235849 | 515182200 | 99999 | 100270 |
| 1033 | 1558659240847 | 515701533 | 99999 | 103908 |
| 1034 | 1558659245848 | 516239575 | 99999 | 107587 |
| 1035 | 1558659250849 | 516794001 | 99999 | 110863 |
| 1036 | 1558659255849 | 517361772 | 99999 | 113554 |
| 1037 | 1558659260849 | 517942824 | 99999 | 116210 |
| 1038 | 1558659265848 | 518524623 | 99999 | 116383 |
| 1039 | 1558659270849 | 519094090 | 99999 | 113871 |
| 1040 | 1558659275850 | 519651889 | 99999 | 111537 |
| 1041 | 1558659280850 | 520188984 | 100000 | 107419 |
| 1042 | 1558659285851 | 520699706 | 100000 | 102124 |
| 1043 | 1558659290852 | 521195349 | 100000 | 99109 |
| 1044 | 1558659295851 | 521672693 | 100000 | 95488 |
| 1045 | 1558659300854 | 522136683 | 100001 | 92742 |
| 1046 | 1558659305851 | 522585840 | 100001 | 89885 |
| 1047 | 1558659310851 | 523029741 | 100001 | 88780 |
| 1048 | 1558659315850 | 523467807 | 100001 | 87631 |
| 1049 | 1558659320851 | 523906697 | 100001 | 87760 |
| 1050 | 1558659325856 | 524347810 | 100001 | 88134 |
| 1051 | 1558659330850 | 524789112 | 100001 | 88366 |
| 1052 | 1558659335851 | 525240186 | 100000 | 90197 |
| 1053 | 1558659340851 | 525701500 | 100000 | 92263 |
| 1054 | 1558659345850 | 526175798 | 100000 | 94879 |
| 1055 | 1558659350850 | 526667870 | 100000 | 98414 |
| 1056 | 1558659355851 | 527173930 | 99999 | 101192 |
| 1057 | 1558659360850 | 527702580 | 99999 | 105751 |
| 1058 | 1558659365902 | 528244048 | 99999 | 107179 |
| 1059 | 1558659370852 | 528807108 | 99999 | 113749 |
| 1060 | 1558659375857 | 529382123 | 99999 | 114888 |
| 1061 | 1558659380852 | 529966361 | 99999 | 116965 |
| 1062 | 1558659385851 | 530548812 | 99999 | 116514 |
| 1063 | 1558659390856 | 531122549 | 99999 | 114633 |
| 1064 | 1558659395851 | 531672840 | 99999 | 110168 |
| 1065 | 1558659400855 | 532204484 | 100000 | 106244 |
| 1066 | 1558659405852 | 532713557 | 100000 | 101876 |
| 1067 | 1558659410852 | 533203962 | 100000 | 98081 |
| 1068 | 1558659415851 | 533675288 | 100000 | 94284 |
| 1069 | 1558659420852 | 534138516 | 100001 | 92627 |
| 1070 | 1558659425852 | 534586895 | 100001 | 89676 |
| 1071 | 1558659430852 | 535028280 | 100001 | 88277 |
| 1072 | 1558659435851 | 535463755 | 100001 | 87112 |
| 1073 | 1558659440852 | 535901072 | 100001 | 87446 |
| 1074 | 1558659445852 | 536337762 | 100001 | 87338 |
| 1075 | 1558659450852 | 536775920 | 100001 | 87632 |
| 1076 | 1558659455851 | 537229355 | 100000 | 90705 |
| 1077 | 1558659460862 | 537691306 | 100000 | 92187 |
| 1078 | 1558659465851 | 538167654 | 100000 | 95480 |
| 1079 | 1558659470852 | 538656678 | 100000 | 97785 |
| 1080 | 1558659475851 | 539170465 | 99999 | 102778 |
| 1081 | 1558659480852 | 539697914 | 99999 | 105469 |
| 1082 | 1558659485853 | 540244025 | 99999 | 109200 |
| 1083 | 1558659490852 | 540812249 | 99999 | 113668 |
| 1084 | 1558659495854 | 541392733 | 99999 | 116050 |
| 1085 | 1558659500853 | 541979796 | 99999 | 117436 |
| 1086 | 1558659505853 | 542560562 | 99999 | 116153 |
| 1087 | 1558659510854 | 543122780 | 99999 | 112421 |
| 1088 | 1558659515854 | 543667692 | 99999 | 108982 |
| 1089 | 1558659520866 | 544202640 | 100000 | 106733 |
| 1090 | 1558659525854 | 544712165 | 100000 | 102150 |
| 1091 | 1558659530878 | 545200261 | 100000 | 97153 |
| 1092 | 1558659535855 | 545678346 | 100000 | 96059 |
| 1093 | 1558659540857 | 546140363 | 100001 | 92366 |
| 1094 | 1558659545855 | 546587187 | 100001 | 89401 |
| 1095 | 1558659550855 | 547027712 | 100001 | 88105 |
| 1096 | 1558659555856 | 547465812 | 100001 | 87602 |
| 1097 | 1558659560855 | 547899306 | 100001 | 86716 |
| 1098 | 1558659565856 | 548336597 | 100001 | 87441 |
| 1099 | 1558659570857 | 548779239 | 100001 | 88511 |
| 1100 | 1558659575856 | 549229345 | 100000 | 90039 |
| 1101 | 1558659580856 | 549689298 | 100000 | 91991 |
| 1102 | 1558659585857 | 550160904 | 100000 | 94302 |
| 1103 | 1558659590872 | 550651359 | 100000 | 97798 |
| 1104 | 1558659595868 | 551160944 | 99999 | 101999 |
| 1105 | 1558659600858 | 551688848 | 99999 | 105792 |
| 1106 | 1558659605857 | 552234068 | 99999 | 109066 |
| 1107 | 1558659610857 | 552802781 | 99999 | 113743 |
| 1108 | 1558659615858 | 553376770 | 99999 | 114775 |
| 1109 | 1558659620859 | 553963977 | 99999 | 117418 |
| 1110 | 1558659625858 | 554550941 | 99999 | 117416 |
| 1111 | 1558659630860 | 555121243 | 99999 | 114015 |
| 1112 | 1558659635858 | 555677048 | 99999 | 111205 |
| 1113 | 1558659640860 | 556209138 | 100000 | 106375 |
| 1114 | 1558659645858 | 556720926 | 100000 | 102399 |
| 1115 | 1558659650858 | 557215972 | 100000 | 99009 |
| 1116 | 1558659655869 | 557692412 | 100000 | 95079 |
| 1117 | 1558659660862 | 558154745 | 100001 | 92596 |
| 1118 | 1558659665861 | 558603848 | 100001 | 89839 |
| 1119 | 1558659670860 | 559042577 | 100001 | 87763 |
| 1120 | 1558659675861 | 559479491 | 100001 | 87365 |
| 1121 | 1558659680862 | 559916443 | 100001 | 87373 |
| 1122 | 1558659685861 | 560353013 | 100001 | 87331 |
| 1123 | 1558659690862 | 560793940 | 100001 | 88168 |
| 1124 | 1558659695861 | 561243668 | 100000 | 89964 |
| 1125 | 1558659700862 | 561702130 | 100000 | 91674 |
| 1126 | 1558659705861 | 562172713 | 100000 | 94135 |
| 1127 | 1558659710875 | 562658108 | 100000 | 96808 |
| 1128 | 1558659715861 | 563158957 | 99999 | 100451 |
| 1129 | 1558659720861 | 563678832 | 99999 | 103975 |
| 1130 | 1558659725868 | 564212837 | 99999 | 106652 |
| 1131 | 1558659730862 | 564774402 | 99999 | 112448 |
| 1132 | 1558659735862 | 565348814 | 99999 | 114882 |
| 1133 | 1558659740861 | 565933884 | 99999 | 117037 |
| 1134 | 1558659745862 | 566515357 | 99999 | 116271 |
| 1135 | 1558659750868 | 567092973 | 99999 | 115385 |
| 1136 | 1558659755867 | 567656966 | 99999 | 112821 |
| 1137 | 1558659760862 | 568204977 | 99999 | 109712 |
| 1138 | 1558659765863 | 568725355 | 100000 | 104055 |
| 1139 | 1558659770863 | 569228268 | 100000 | 100583 |
| 1140 | 1558659775863 | 569707692 | 100000 | 95885 |
| 1141 | 1558659780863 | 570173460 | 100000 | 93154 |
| 1142 | 1558659785863 | 570629260 | 100001 | 91160 |
| 1143 | 1558659790864 | 571074348 | 100001 | 89000 |
| 1144 | 1558659795865 | 571508362 | 100001 | 86785 |
| 1145 | 1558659800865 | 571942592 | 100001 | 86846 |
| 1146 | 1558659805863 | 572378801 | 100001 | 87277 |
| 1147 | 1558659810863 | 572819696 | 100001 | 88179 |
| 1148 | 1558659815863 | 573264017 | 100001 | 88864 |
| 1149 | 1558659820870 | 573716013 | 100000 | 90273 |
| 1150 | 1558659825863 | 574177792 | 100000 | 92485 |
| 1151 | 1558659830883 | 574650821 | 100000 | 94229 |
| 1152 | 1558659835863 | 575148384 | 100000 | 99912 |
| 1153 | 1558659840863 | 575659102 | 99999 | 102144 |
| 1154 | 1558659845863 | 576189162 | 99999 | 106012 |
| 1155 | 1558659850862 | 576740537 | 99999 | 110297 |
| 1156 | 1558659855863 | 577299690 | 99999 | 111808 |
| 1157 | 1558659860862 | 577877777 | 99999 | 115641 |
| 1158 | 1558659865863 | 578463416 | 99999 | 117104 |
| 1159 | 1558659870864 | 579048792 | 99999 | 117052 |
| 1160 | 1558659875873 | 579621054 | 99999 | 114247 |
| 1161 | 1558659880864 | 580181700 | 99999 | 112331 |
| 1162 | 1558659885864 | 580719972 | 100000 | 107654 |
| 1163 | 1558659890864 | 581234437 | 100000 | 102893 |
| 1164 | 1558659895866 | 581728394 | 100000 | 98752 |
| 1165 | 1558659900874 | 582204391 | 100000 | 95047 |
| 1166 | 1558659905866 | 582667133 | 100001 | 92697 |
| 1167 | 1558659910866 | 583116221 | 100001 | 89818 |
| 1168 | 1558659915865 | 583556879 | 100001 | 88149 |
| 1169 | 1558659920865 | 583993325 | 100001 | 87289 |
| 1170 | 1558659925869 | 584426470 | 100001 | 86560 |
| 1171 | 1558659930867 | 584860095 | 100001 | 86760 |
| 1172 | 1558659935866 | 585300719 | 100001 | 88142 |
| 1173 | 1558659940867 | 585746390 | 100000 | 89116 |
| 1174 | 1558659945867 | 586197237 | 100000 | 90169 |
| 1175 | 1558659950867 | 586666173 | 100000 | 93787 |
| 1176 | 1558659955868 | 587146411 | 100000 | 96028 |
| 1177 | 1558659960868 | 587643421 | 100000 | 99402 |
| 1178 | 1558659965872 | 588160086 | 99999 | 103250 |
| 1179 | 1558659970867 | 588695851 | 99999 | 107260 |
| 1180 | 1558659975866 | 589247102 | 99999 | 110272 |
| 1181 | 1558659980866 | 589818630 | 99999 | 114306 |
| 1182 | 1558659985867 | 590405067 | 99999 | 117264 |
| 1183 | 1558659990877 | 590993123 | 99999 | 117376 |
| 1184 | 1558659995871 | 591579768 | 99999 | 117470 |
| 1185 | 1558660000877 | 592152249 | 99999 | 114359 |
| 1186 | 1558660005867 | 592699540 | 99999 | 109678 |
| 1187 | 1558660010868 | 593226161 | 100000 | 105303 |
| 1188 | 1558660015867 | 593734456 | 100000 | 101679 |
| 1189 | 1558660020867 | 594221299 | 100000 | 97369 |
| 1190 | 1558660025871 | 594696968 | 100000 | 95058 |
| 1191 | 1558660030867 | 595158662 | 100001 | 92413 |
| 1192 | 1558660035868 | 595603864 | 100001 | 89023 |
| 1193 | 1558660040870 | 596045708 | 100001 | 88333 |
| 1194 | 1558660045869 | 596483276 | 100001 | 87531 |
| 1195 | 1558660050870 | 596919338 | 100001 | 87195 |
| 1196 | 1558660055869 | 597358569 | 100001 | 87864 |
| 1197 | 1558660060871 | 597798866 | 100001 | 88024 |
| 1198 | 1558660065870 | 598240118 | 100000 | 88268 |
| 1199 | 1558660070872 | 598695230 | 100000 | 90986 |
| 1200 | 1558660075870 | 599162459 | 100000 | 93483 |
| 1201 | 1558660080872 | 599643480 | 100000 | 96166 |
| 1202 | 1558660085871 | 600135887 | 100000 | 98501 |
| 1203 | 1558660090871 | 600653167 | 99999 | 103456 |
| 1204 | 1558660095872 | 601179352 | 99999 | 105216 |
| 1205 | 1558660100872 | 601727661 | 99999 | 109662 |
| 1206 | 1558660105872 | 602294650 | 99999 | 113398 |
| 1207 | 1558660110872 | 602871412 | 99999 | 115352 |
| 1208 | 1558660115871 | 603456832 | 99999 | 117107 |
| 1209 | 1558660120871 | 604046882 | 99999 | 118010 |
| 1210 | 1558660125871 | 604627252 | 99999 | 116074 |
| 1211 | 1558660130873 | 605192812 | 99999 | 113067 |
| 1212 | 1558660135872 | 605737591 | 100000 | 108978 |
| 1213 | 1558660140873 | 606256453 | 100000 | 103752 |
| 1214 | 1558660145872 | 606756610 | 100000 | 100051 |
| 1215 | 1558660150873 | 607235307 | 100000 | 95720 |
| 1216 | 1558660155874 | 607702776 | 100001 | 93475 |
| 1217 | 1558660160874 | 608157308 | 100001 | 90906 |
| 1218 | 1558660165886 | 608599202 | 100001 | 88167 |
| 1219 | 1558660170874 | 609034126 | 100001 | 87194 |
| 1220 | 1558660175875 | 609467694 | 100001 | 86696 |
| 1221 | 1558660180874 | 609901251 | 100001 | 86729 |
| 1222 | 1558660185876 | 610330950 | 100001 | 85905 |
| 1223 | 1558660190882 | 610766794 | 100001 | 87064 |
| 1224 | 1558660195884 | 611213843 | 100000 | 89374 |
| 1225 | 1558660200875 | 611667263 | 100000 | 90848 |
| 1226 | 1558660205874 | 612135054 | 100000 | 93577 |
| 1227 | 1558660210879 | 612612293 | 100000 | 95352 |
| 1228 | 1558660215874 | 613108112 | 99999 | 99263 |
| 1229 | 1558660220881 | 613624641 | 99999 | 103161 |
| 1230 | 1558660225875 | 614168770 | 99999 | 108957 |
| 1231 | 1558660230874 | 614734358 | 99999 | 113140 |
| 1232 | 1558660235874 | 615316157 | 99999 | 116360 |
| 1233 | 1558660240881 | 615905988 | 99999 | 117801 |
| 1234 | 1558660245888 | 616500474 | 99999 | 118731 |
| 1235 | 1558660250877 | 617091631 | 99999 | 118492 |
| 1236 | 1558660255877 | 617668626 | 99999 | 115399 |
| 1237 | 1558660260876 | 618225583 | 99999 | 111414 |
| 1238 | 1558660265877 | 618756905 | 100000 | 106243 |
| 1239 | 1558660270883 | 619271766 | 100000 | 102849 |
| 1240 | 1558660275876 | 619765010 | 100000 | 98787 |
| 1241 | 1558660280877 | 620240644 | 100000 | 95108 |
| 1242 | 1558660285876 | 620697039 | 100001 | 91297 |
| 1243 | 1558660290877 | 621141887 | 100001 | 88952 |
| 1244 | 1558660295877 | 621577526 | 100001 | 87128 |
| 1245 | 1558660300879 | 622010232 | 100001 | 86507 |
| 1246 | 1558660305876 | 622440141 | 100001 | 86033 |
| 1247 | 1558660310877 | 622869102 | 100001 | 85775 |
| 1248 | 1558660315884 | 623302746 | 100001 | 86608 |
| 1249 | 1558660320878 | 623739252 | 100001 | 87406 |
| 1250 | 1558660325883 | 624185253 | 100000 | 89111 |
| 1251 | 1558660330877 | 624642028 | 100000 | 91465 |
| 1252 | 1558660335877 | 625107957 | 100000 | 93186 |
| 1253 | 1558660340876 | 625592471 | 100000 | 96922 |
| 1254 | 1558660345878 | 626098563 | 99999 | 101178 |
| 1255 | 1558660350878 | 626630811 | 99999 | 106450 |
| 1256 | 1558660355879 | 627186792 | 99999 | 111174 |
| 1257 | 1558660360881 | 627765793 | 99999 | 115754 |
| 1258 | 1558660365884 | 628353969 | 99999 | 117565 |
| 1259 | 1558660370880 | 628954777 | 99999 | 120258 |
| 1260 | 1558660375892 | 629550201 | 99999 | 118800 |
| 1261 | 1558660380879 | 630144465 | 99999 | 119163 |
| 1262 | 1558660385878 | 630710021 | 99999 | 113134 |
| 1263 | 1558660390884 | 631251731 | 100000 | 108212 |
| 1264 | 1558660395889 | 631773763 | 100000 | 104302 |
| 1265 | 1558660400879 | 632275687 | 100000 | 100586 |
| 1266 | 1558660405879 | 632756790 | 100000 | 96221 |
| 1267 | 1558660410878 | 633222929 | 100000 | 93246 |
| 1268 | 1558660415879 | 633671258 | 100001 | 89648 |
| 1269 | 1558660420879 | 634117789 | 100001 | 89306 |
| 1270 | 1558660425879 | 634554895 | 100001 | 87421 |
| 1271 | 1558660430880 | 634988202 | 100001 | 86644 |
| 1272 | 1558660435879 | 635412671 | 100001 | 84911 |
| 1273 | 1558660440882 | 635840497 | 100001 | 85514 |
| 1274 | 1558660445880 | 636273549 | 100001 | 86645 |
| 1275 | 1558660450889 | 636716868 | 100001 | 88504 |
| 1276 | 1558660455880 | 637164494 | 100000 | 89687 |
| 1277 | 1558660460887 | 637626308 | 100000 | 92234 |
| 1278 | 1558660465881 | 638104001 | 100000 | 95653 |
| 1279 | 1558660470880 | 638597396 | 100000 | 98699 |
| 1280 | 1558660475881 | 639110721 | 99999 | 102644 |
| 1281 | 1558660480882 | 639648701 | 99999 | 107574 |
| 1282 | 1558660485881 | 640207482 | 99999 | 111779 |
| 1283 | 1558660490882 | 640794142 | 99999 | 117309 |
| 1284 | 1558660495882 | 641390346 | 99999 | 119241 |
| 1285 | 1558660500882 | 641982877 | 99999 | 118506 |
| 1286 | 1558660505881 | 642570238 | 99999 | 117496 |
| 1287 | 1558660510883 | 643149234 | 99999 | 115753 |
| 1288 | 1558660515888 | 643711388 | 99999 | 112318 |
| 1289 | 1558660520882 | 644255787 | 100000 | 109011 |
| 1290 | 1558660525881 | 644774970 | 100000 | 103857 |
| 1291 | 1558660530881 | 645274468 | 100000 | 99900 |
| 1292 | 1558660535882 | 645753860 | 100000 | 95859 |
| 1293 | 1558660540882 | 646222286 | 100000 | 93685 |
| 1294 | 1558660545889 | 646673487 | 100001 | 90114 |
| 1295 | 1558660550886 | 647115384 | 100001 | 88432 |
| 1296 | 1558660555898 | 647547658 | 100001 | 86248 |
| 1297 | 1558660560882 | 647978847 | 100001 | 86515 |
| 1298 | 1558660565881 | 648408192 | 100001 | 85886 |
| 1299 | 1558660570882 | 648839229 | 100001 | 86190 |
| 1300 | 1558660575883 | 649272497 | 100001 | 86636 |
| 1301 | 1558660580883 | 649713557 | 100001 | 88212 |
| 1302 | 1558660585892 | 650160318 | 100000 | 89192 |
| 1303 | 1558660590883 | 650619938 | 100000 | 92090 |
| 1304 | 1558660595883 | 651096273 | 100000 | 95267 |
| 1305 | 1558660600891 | 651588609 | 100000 | 98310 |
| 1306 | 1558660605882 | 652100643 | 99999 | 102591 |
| 1307 | 1558660610884 | 652638352 | 99999 | 107499 |
| 1308 | 1558660615883 | 653200666 | 99999 | 112485 |
| 1309 | 1558660620882 | 653776124 | 99999 | 115115 |
| 1310 | 1558660625883 | 654375520 | 99999 | 119855 |
| 1311 | 1558660630884 | 654980609 | 99999 | 120994 |
| 1312 | 1558660635883 | 655566206 | 99999 | 117143 |
| 1313 | 1558660640884 | 656142634 | 99999 | 115263 |
| 1314 | 1558660645887 | 656706957 | 99999 | 112797 |
| 1315 | 1558660650903 | 657245387 | 100000 | 107343 |
| 1316 | 1558660655884 | 657773210 | 100000 | 105967 |
| 1317 | 1558660660885 | 658277061 | 100000 | 100750 |
| 1318 | 1558660665884 | 658761148 | 100000 | 96837 |
| 1319 | 1558660670883 | 659227990 | 100000 | 93387 |
| 1320 | 1558660675883 | 659684560 | 100001 | 91314 |
| 1321 | 1558660680884 | 660131689 | 100001 | 89408 |
| 1322 | 1558660685884 | 660569346 | 100001 | 87531 |
| 1323 | 1558660690896 | 660999258 | 100001 | 85777 |
| 1324 | 1558660695884 | 661432451 | 100001 | 86847 |
