Start Count: 0
Watching for changes in count...  Use Ctrl-C to Exit.

|Query Number|Sample Number|Epoch (ms)    |Time (s) |Count             |Linear Reg. Rate  |Rate From Previous|Rate From First   |
|        287 |         138 |1558700182712 |    2860 |      286,340,314 |           99,680 |           75,421 |           99,237 |
|        288 |         139 |1558700192471 |    2870 |      287,868,410 |           99,682 |          156,583 |           99,432 |
|        289 |       ***** |1558700202992 |    2880 |      287,868,410 |           99,682 |                0 |           99,069 |
|        290 |         140 |1558700212482 |    2890 |      288,802,718 |           99,670 |           46,690 |           99,067 |
|        291 |         141 |1558700222643 |    2900 |      289,741,953 |           99,658 |           92,435 |           99,044 |
|        292 |         142 |1558700232469 |    2910 |      290,640,233 |           99,645 |           91,419 |           99,018 |
|        293 |         143 |1558700242468 |    2920 |      292,902,530 |           99,648 |          226,252 |           99,453 |
|        294 |       ***** |1558700253066 |    2930 |      292,902,530 |           99,648 |                0 |           99,094 |
|        295 |         144 |1558700262478 |    2940 |      295,340,688 |           99,656 |          121,847 |           99,606 |
|        296 |       ***** |1558700272471 |    2950 |      295,340,688 |           99,656 |                0 |           99,268 |
|        297 |       ***** |1558700282490 |    2960 |      295,340,688 |           99,656 |                0 |           98,932 |
|        298 |         145 |1558700293280 |    2970 |      296,953,533 |           99,646 |           52,362 |           99,116 |
|        299 |         146 |1558700302469 |    2980 |      297,773,180 |           99,636 |           89,199 |           99,085 |
|        300 |         147 |1558700312470 |    2990 |      300,081,743 |           99,642 |          230,833 |           99,526 |
|        301 |       ***** |1558700322471 |    3000 |      300,081,743 |           99,642 |                0 |           99,194 |
|        302 |         148 |1558700332469 |    3010 |      300,854,486 |           99,633 |           38,639 |           99,122 |
|        303 |         149 |1558700342469 |    3020 |      302,516,448 |           99,632 |          166,196 |           99,344 |
|        304 |       ***** |1558700352606 |    3030 |      302,516,448 |           99,632 |                0 |           99,011 |
|        305 |         150 |1558700362479 |    3040 |      304,091,239 |           99,626 |           78,700 |           99,208 |
|        306 |         151 |1558700372581 |    3050 |      304,864,125 |           99,618 |           76,508 |           99,133 |
|        307 |         152 |1558700382472 |    3060 |      306,337,204 |           99,616 |          148,931 |           99,294 |
|        308 |         153 |1558700392474 |    3070 |      307,068,288 |           99,611 |           73,094 |           99,208 |
|        309 |         154 |1558700402940 |    3080 |      307,967,290 |           99,604 |           85,897 |           99,163 |
|        310 |         155 |1558700412469 |    3090 |      309,612,277 |           99,605 |          172,630 |           99,390 |
|        311 |       ***** |1558700422472 |    3100 |      309,612,277 |           99,605 |                0 |           99,069 |
|        312 |         156 |1558700432471 |    3110 |      311,943,570 |           99,610 |          116,553 |           99,500 |
|        313 |       ***** |1558700442509 |    3120 |      311,943,570 |           99,610 |                0 |           99,180 |
|        314 |         157 |1558700452469 |    3130 |      313,647,044 |           99,611 |           85,182 |           99,408 |
|        315 |         158 |1558700462487 |    3140 |      314,518,666 |           99,611 |           87,006 |           99,369 |
|        316 |       ***** |1558700472850 |    3150 |      314,518,666 |           99,611 |                0 |           99,042 |
|        317 |         159 |1558700482471 |    3160 |      316,952,970 |           99,616 |          121,813 |           99,511 |
|        318 |         160 |1558700493021 |    3170 |      317,682,557 |           99,617 |           69,155 |           99,410 |
|        319 |         161 |1558700502470 |    3180 |      319,157,963 |           99,623 |          156,144 |           99,578 |
|        320 |       ***** |1558700512471 |    3190 |      319,157,963 |           99,623 |                0 |           99,266 |
|        321 |       ***** |1558700522513 |    3200 |      319,157,963 |           99,623 |                0 |           98,955 |
|        322 |         162 |1558700532471 |    3210 |      321,794,897 |           99,626 |           87,895 |           99,469 |
|        323 |       ***** |1558700542515 |    3220 |      321,794,897 |           99,626 |                0 |           99,159 |
|        324 |         163 |1558700552470 |    3230 |      324,116,500 |           99,632 |          116,086 |           99,572 |
|        325 |         164 |1558700562843 |    3240 |      326,274,068 |           99,649 |          207,998 |           99,919 |
|        326 |       ***** |1558700572475 |    3250 |      326,274,068 |           99,649 |                0 |           99,623 |
|        327 |       ***** |1558700582470 |    3260 |      326,274,068 |           99,649 |                0 |           99,318 |
|        328 |       ***** |1558700592472 |    3270 |      326,274,068 |           99,649 |                0 |           99,014 |
|        329 |         165 |1558700602555 |    3280 |      328,565,174 |           99,649 |           57,693 |           99,408 |
|        330 |         166 |1558700612470 |    3290 |      329,313,286 |           99,647 |           75,453 |           99,336 |
|        331 |         167 |1558700622470 |    3300 |      330,958,702 |           99,651 |          164,542 |           99,533 |
|        332 |         168 |1558700632545 |    3310 |      332,439,666 |           99,659 |          146,994 |           99,678 |
|        333 |         169 |1558700642471 |    3320 |      333,196,631 |           99,665 |           76,261 |           99,608 |
|        334 |       ***** |1558700652489 |    3330 |      333,196,631 |           99,665 |                0 |           99,308 |
|        335 |         170 |1558700662509 |    3340 |      333,922,619 |           99,659 |           36,231 |           99,228 |
|        336 |         171 |1558700672472 |    3350 |      335,398,758 |           99,658 |          148,162 |           99,373 |
|        337 |       ***** |1558700682497 |    3360 |      335,398,758 |           99,658 |                0 |           99,077 |
|        338 |         172 |1558700692704 |    3370 |      336,223,737 |           99,646 |           40,776 |           99,021 |
|        339 |         173 |1558700702475 |    3380 |      338,663,771 |           99,648 |          249,722 |           99,457 |
|        340 |         174 |1558700712474 |    3390 |      340,354,376 |           99,655 |          169,077 |           99,662 |
|        341 |       ***** |1558700722473 |    3400 |      340,354,376 |           99,655 |                0 |           99,369 |
|        342 |         175 |1558700732516 |    3410 |      341,831,597 |           99,658 |           73,706 |           99,510 |
|        343 |         176 |1558700742649 |    3420 |      342,578,343 |           99,659 |           73,694 |           99,433 |
|        344 |       ***** |1558700752474 |    3430 |      342,578,343 |           99,659 |                0 |           99,148 |
|        345 |       ***** |1558700762473 |    3440 |      342,578,343 |           99,659 |                0 |           98,860 |
|        346 |         177 |1558700772472 |    3450 |      344,229,714 |           99,648 |           55,372 |           99,052 |
|        347 |         178 |1558700782473 |    3460 |      347,696,275 |           99,658 |          346,621 |           99,768 |
|        348 |       ***** |1558700792489 |    3470 |      347,696,275 |           99,658 |                0 |           99,480 |
|        349 |         179 |1558700803499 |    3481 |      350,019,870 |           99,670 |          110,511 |           99,833 |
|        350 |       ***** |1558700812528 |    3490 |      350,019,870 |           99,670 |                0 |           99,575 |
|        351 |       ***** |1558700822830 |    3500 |      350,019,870 |           99,670 |                0 |           99,282 |
|        352 |       ***** |1558700832477 |    3510 |      350,019,870 |           99,670 |                0 |           99,009 |
|        353 |         180 |1558700842501 |    3520 |      351,516,309 |           99,662 |           38,368 |           99,152 |
|        354 |         181 |1558700852978 |    3530 |      354,691,823 |           99,671 |          303,094 |           99,757 |
|        355 |       ***** |1558700862671 |    3540 |      354,691,823 |           99,671 |                0 |           99,484 |
|        356 |         182 |1558700872476 |    3550 |      356,173,837 |           99,677 |           76,009 |           99,627 |
|        357 |         183 |1558700882492 |    3560 |      356,952,443 |           99,681 |           77,736 |           99,565 |
|        358 |       ***** |1558700892487 |    3570 |      356,952,443 |           99,681 |                0 |           99,286 |
|        359 |       ***** |1558700902477 |    3580 |      356,952,443 |           99,681 |                0 |           99,009 |
|        360 |         184 |1558700912475 |    3590 |      359,162,765 |           99,678 |           73,719 |           99,349 |
|        361 |         185 |1558700922475 |    3600 |      360,727,189 |           99,680 |          156,442 |           99,508 |
|        362 |         186 |1558700933119 |    3610 |      361,518,441 |           99,680 |           74,338 |           99,434 |
|        363 |         187 |1558700942477 |    3620 |      363,848,216 |           99,690 |          248,961 |           99,820 |
|        364 |       ***** |1558700952476 |    3630 |      363,848,216 |           99,690 |                0 |           99,545 |
|        365 |       ***** |1558700962476 |    3640 |      363,848,216 |           99,690 |                0 |           99,272 |
|        366 |         188 |1558700972477 |    3650 |      364,564,940 |           99,683 |           23,891 |           99,196 |
|        367 |         189 |1558700982477 |    3660 |      366,128,589 |           99,680 |          156,365 |           99,352 |
|        368 |         190 |1558700992476 |    3670 |      368,556,585 |           99,688 |          242,824 |           99,743 |
|        369 |         191 |1558701002805 |    3680 |      369,311,230 |           99,694 |           73,061 |           99,668 |
|        370 |         192 |1558701012477 |    3690 |      370,881,688 |           99,705 |          162,372 |           99,833 |
|        371 |       ***** |1558701022480 |    3700 |      370,881,688 |           99,705 |                0 |           99,563 |
|        372 |       ***** |1558701032509 |    3710 |      370,881,688 |           99,705 |                0 |           99,294 |
|        373 |         193 |1558701042478 |    3720 |      371,664,898 |           99,698 |           26,106 |           99,238 |
|        374 |         194 |1558701052485 |    3730 |      373,203,914 |           99,696 |          153,794 |           99,384 |
|        375 |         195 |1558701062477 |    3740 |      375,400,937 |           99,703 |          219,878 |           99,706 |
|        376 |       ***** |1558701072477 |    3750 |      375,400,937 |           99,703 |                0 |           99,440 |
|        377 |         196 |1558701082477 |    3760 |      377,782,628 |           99,712 |          119,085 |           99,809 |
|        378 |       ***** |1558701093383 |    3770 |      377,782,628 |           99,712 |                0 |           99,521 |
|        379 |       ***** |1558701102479 |    3780 |      377,782,628 |           99,712 |                0 |           99,281 |
|        380 |         197 |1558701112478 |    3790 |      378,560,650 |           99,705 |           25,933 |           99,225 |
|        381 |         198 |1558701123208 |    3800 |      381,432,768 |           99,712 |          267,672 |           99,700 |
|        382 |         199 |1558701132541 |    3810 |      382,129,244 |           99,716 |           74,625 |           99,639 |
|        383 |         200 |1558701142482 |    3820 |      382,825,730 |           99,718 |           70,062 |           99,562 |
|        384 |         201 |1558701152510 |    3830 |      384,293,804 |           99,724 |          146,397 |           99,684 |
|        385 |       ***** |1558701162477 |    3840 |      384,293,804 |           99,724 |                0 |           99,426 |
|        386 |       ***** |1558701172478 |    3850 |      384,293,804 |           99,724 |                0 |           99,167 |
|        387 |         202 |1558701182480 |    3860 |      386,621,414 |           99,724 |           77,665 |           99,513 |
|        388 |         203 |1558701192530 |    3870 |      388,257,852 |           99,729 |          162,830 |           99,678 |
|        389 |         204 |1558701202478 |    3880 |      389,069,418 |           99,733 |           81,581 |           99,631 |
|        390 |         205 |1558701212478 |    3890 |      390,591,068 |           99,740 |          152,165 |           99,766 |
|        391 |         206 |1558701222481 |    3900 |      391,304,669 |           99,745 |           71,339 |           99,694 |
|        392 |       ***** |1558701232478 |    3910 |      391,304,669 |           99,745 |                0 |           99,439 |
|        393 |       ***** |1558701244074 |    3921 |      391,304,669 |           99,745 |                0 |           99,145 |
|        394 |         207 |1558701252538 |    3930 |      392,770,029 |           99,740 |           48,753 |           99,304 |
|        395 |         208 |1558701262495 |    3940 |      394,351,862 |           99,739 |          158,866 |           99,454 |
|        396 |         209 |1558701272803 |    3950 |      395,978,647 |           99,741 |          157,818 |           99,607 |
|        397 |         210 |1558701282479 |    3960 |      397,587,237 |           99,748 |          166,245 |           99,770 |
|        398 |         211 |1558701292479 |    3970 |      398,379,773 |           99,753 |           79,254 |           99,718 |
|        399 |       ***** |1558701302620 |    3980 |      398,379,773 |           99,753 |                0 |           99,464 |
|        400 |       ***** |1558701312480 |    3990 |      398,379,773 |           99,753 |                0 |           99,218 |
|        401 |         212 |1558701322479 |    4000 |      399,961,026 |           99,749 |           52,708 |           99,365 |
|        402 |         213 |1558701332487 |    4010 |      402,195,552 |           99,754 |          223,274 |           99,675 |
|        403 |         214 |1558701342485 |    4020 |      402,918,425 |           99,756 |           72,302 |           99,607 |
|        404 |         215 |1558701352481 |    4030 |      405,120,910 |           99,766 |          220,337 |           99,906 |
|        405 |       ***** |1558701362480 |    4040 |      405,120,910 |           99,766 |                0 |           99,659 |
|        406 |       ***** |1558701372480 |    4050 |      405,120,910 |           99,766 |                0 |           99,413 |
|        407 |       ***** |1558701382481 |    4060 |      405,120,910 |           99,766 |                0 |           99,168 |
|        408 |         216 |1558701392480 |    4070 |      405,958,077 |           99,755 |           20,930 |           99,130 |
|        409 |         217 |1558701402480 |    4080 |      409,760,124 |           99,763 |          380,205 |           99,819 |
|        410 |       ***** |1558701412497 |    4090 |      409,760,124 |           99,763 |                0 |           99,574 |
|        411 |         218 |1558701422540 |    4100 |      411,977,134 |           99,772 |          110,519 |           99,871 |
|        412 |       ***** |1558701433783 |    4111 |      411,977,134 |           99,772 |                0 |           99,598 |
|        413 |       ***** |1558701442630 |    4120 |      411,977,134 |           99,772 |                0 |           99,384 |
|        414 |       ***** |1558701452483 |    4130 |      411,977,134 |           99,772 |                0 |           99,147 |
|        415 |         219 |1558701462484 |    4140 |      413,600,356 |           99,766 |           40,637 |           99,300 |
|        416 |         220 |1558701472484 |    4150 |      416,934,909 |           99,774 |          333,455 |           99,864 |
|        417 |         221 |1558701482856 |    4160 |      417,731,077 |           99,781 |           76,761 |           99,806 |
|        418 |         222 |1558701492483 |    4170 |      419,319,923 |           99,791 |          165,041 |           99,957 |
|        419 |       ***** |1558701502485 |    4180 |      419,319,923 |           99,791 |                0 |           99,718 |
|        420 |       ***** |1558701512483 |    4190 |      419,319,923 |           99,791 |                0 |           99,480 |
|        421 |       ***** |1558701522634 |    4200 |      419,319,923 |           99,791 |                0 |           99,239 |
|        422 |       ***** |1558701532603 |    4210 |      419,319,923 |           99,791 |                0 |           99,004 |
|        423 |         223 |1558701542488 |    4220 |      422,326,681 |           99,789 |           60,129 |           99,485 |
|        424 |         224 |1558701553266 |    4230 |      424,613,482 |           99,795 |          212,173 |           99,772 |
|        425 |         225 |1558701562485 |    4240 |      426,146,614 |           99,804 |          166,301 |           99,917 |
|        426 |       ***** |1558701572901 |    4250 |      426,146,614 |           99,804 |                0 |           99,672 |
|        427 |       ***** |1558701582818 |    4260 |      426,146,614 |           99,804 |                0 |           99,440 |
|        428 |       ***** |1558701592485 |    4270 |      426,146,614 |           99,804 |                0 |           99,215 |
|        429 |         226 |1558701602484 |    4280 |      426,933,387 |           99,794 |           19,670 |           99,167 |
|        430 |         227 |1558701612484 |    4290 |      428,484,784 |           99,787 |          155,140 |           99,297 |
|        431 |         228 |1558701622501 |    4300 |      430,943,968 |           99,790 |          245,501 |           99,638 |
|        432 |         229 |1558701632485 |    4310 |      433,220,599 |           99,799 |          228,028 |           99,935 |
|        433 |       ***** |1558701642484 |    4320 |      433,220,599 |           99,799 |                0 |           99,704 |
|        434 |       ***** |1558701652484 |    4330 |      433,220,599 |           99,799 |                0 |           99,474 |
|        435 |       ***** |1558701662715 |    4340 |      433,220,599 |           99,799 |                0 |           99,239 |
|        436 |         230 |1558701672484 |    4350 |      433,971,925 |           99,790 |           18,784 |           99,189 |
|        437 |         231 |1558701682485 |    4360 |      435,535,804 |           99,784 |          156,372 |           99,320 |
|        438 |         232 |1558701692485 |    4370 |      438,769,051 |           99,790 |          323,325 |           99,833 |
|        439 |         233 |1558701702486 |    4380 |      440,385,729 |           99,801 |          161,652 |           99,974 |
|        440 |       ***** |1558701712485 |    4390 |      440,385,729 |           99,801 |                0 |           99,746 |
|        441 |       ***** |1558701722755 |    4400 |      440,385,729 |           99,801 |                0 |           99,513 |
|        442 |       ***** |1558701732523 |    4410 |      440,385,729 |           99,801 |                0 |           99,293 |
|        443 |       ***** |1558701742493 |    4420 |      440,385,729 |           99,801 |                0 |           99,069 |
|        444 |         234 |1558701752504 |    4430 |      442,710,467 |           99,796 |           46,478 |           99,370 |
|        445 |         235 |1558701762486 |    4440 |      446,406,113 |           99,806 |          370,231 |           99,979 |
|        446 |         236 |1558701772486 |    4450 |      447,161,242 |           99,814 |           75,513 |           99,924 |
|        447 |       ***** |1558701782619 |    4460 |      447,161,242 |           99,814 |                0 |           99,697 |
|        448 |       ***** |1558701792641 |    4470 |      447,161,242 |           99,814 |                0 |           99,473 |
|        449 |       ***** |1558701802488 |    4480 |      447,161,242 |           99,814 |                0 |           99,255 |
|        450 |       ***** |1558701812487 |    4490 |      447,161,242 |           99,814 |                0 |           99,034 |
|        451 |         237 |1558701822522 |    4500 |      450,330,565 |           99,813 |           63,341 |           99,517 |
|        452 |         238 |1558701832491 |    4510 |      454,081,048 |           99,826 |          376,215 |          100,129 |
|        453 |       ***** |1558701842491 |    4520 |      454,081,048 |           99,826 |                0 |           99,907 |
|        454 |       ***** |1558701852487 |    4530 |      454,081,048 |           99,826 |                0 |           99,687 |
|        455 |       ***** |1558701862503 |    4540 |      454,081,048 |           99,826 |                0 |           99,467 |
|        456 |       ***** |1558701872511 |    4550 |      454,081,048 |           99,826 |                0 |           99,248 |
|        457 |       ***** |1558701882486 |    4560 |      454,081,048 |           99,826 |                0 |           99,031 |
|        458 |         239 |1558701892488 |    4570 |      458,032,967 |           99,829 |           65,869 |           99,679 |
|        459 |         240 |1558701902489 |    4580 |      461,250,173 |           99,843 |          321,688 |          100,164 |
|        460 |       ***** |1558701912666 |    4590 |      461,250,173 |           99,843 |                0 |           99,942 |
|        461 |       ***** |1558701922487 |    4600 |      461,250,173 |           99,843 |                0 |           99,728 |
|        462 |       ***** |1558701932543 |    4610 |      461,250,173 |           99,843 |                0 |           99,511 |
|        463 |       ***** |1558701942490 |    4620 |      461,250,173 |           99,843 |                0 |           99,296 |
|        464 |       ***** |1558701952488 |    4630 |      461,250,173 |           99,843 |                0 |           99,082 |
|        465 |         241 |1558701962763 |    4640 |      466,253,563 |           99,852 |           83,011 |           99,941 |
|        466 |         242 |1558701972539 |    4650 |      467,621,390 |           99,862 |          139,917 |          100,025 |
|        467 |       ***** |1558701982866 |    4660 |      467,621,390 |           99,862 |                0 |           99,803 |
|        468 |       ***** |1558701992489 |    4670 |      467,621,390 |           99,862 |                0 |           99,598 |
|        469 |       ***** |1558702002490 |    4680 |      467,621,390 |           99,862 |                0 |           99,385 |
|        470 |       ***** |1558702012494 |    4690 |      467,621,390 |           99,862 |                0 |           99,173 |
|        471 |         243 |1558702022503 |    4700 |      469,928,070 |           99,858 |           46,167 |           99,452 |
|        472 |         244 |1558702032490 |    4710 |      473,159,705 |           99,866 |          323,584 |           99,928 |
|        473 |         245 |1558702042562 |    4720 |      474,740,407 |           99,877 |          156,940 |          100,049 |
|        474 |       ***** |1558702052496 |    4730 |      474,740,407 |           99,877 |                0 |           99,839 |
|        475 |       ***** |1558702062491 |    4740 |      474,740,407 |           99,877 |                0 |           99,629 |
|        476 |       ***** |1558702072490 |    4750 |      474,740,407 |           99,877 |                0 |           99,419 |
|        477 |       ***** |1558702082490 |    4760 |      474,740,407 |           99,877 |                0 |           99,210 |
|        478 |         246 |1558702092490 |    4770 |      476,881,053 |           99,872 |           42,875 |           99,451 |
|        479 |         247 |1558702102551 |    4780 |      480,731,184 |           99,883 |          382,679 |          100,047 |
|        480 |         248 |1558702112531 |    4790 |      481,524,029 |           99,892 |           79,443 |          100,004 |
|        481 |       ***** |1558702122491 |    4800 |      481,524,029 |           99,892 |                0 |           99,797 |
|        482 |       ***** |1558702132491 |    4810 |      481,524,029 |           99,892 |                0 |           99,589 |
|        483 |       ***** |1558702142493 |    4820 |      481,524,029 |           99,892 |                0 |           99,382 |
|        484 |       ***** |1558702152491 |    4830 |      481,524,029 |           99,892 |                0 |           99,177 |
|        485 |         249 |1558702162710 |    4840 |      483,781,496 |           99,886 |           44,988 |           99,434 |
|        486 |         250 |1558702174781 |    4852 |      486,682,173 |           99,890 |          240,301 |           99,784 |
|        487 |         251 |1558702182493 |    4860 |      488,191,520 |           99,897 |          195,714 |           99,936 |
|        488 |       ***** |1558702192491 |    4870 |      488,191,520 |           99,897 |                0 |           99,731 |
|        489 |       ***** |1558702202495 |    4880 |      488,191,520 |           99,897 |                0 |           99,527 |
|        490 |       ***** |1558702212669 |    4890 |      488,191,520 |           99,897 |                0 |           99,320 |
|        491 |         252 |1558702222491 |    4900 |      488,970,075 |           99,888 |           19,465 |           99,279 |
|        492 |         253 |1558702232492 |    4910 |      491,306,149 |           99,885 |          233,584 |           99,553 |
|        493 |         254 |1558702242491 |    4920 |      495,284,225 |           99,898 |          397,847 |          100,159 |
|        494 |       ***** |1558702252503 |    4930 |      495,284,225 |           99,898 |                0 |           99,956 |
|        495 |       ***** |1558702262492 |    4940 |      495,284,225 |           99,898 |                0 |           99,754 |
|        496 |       ***** |1558702272493 |    4950 |      495,284,225 |           99,898 |                0 |           99,552 |
|        497 |       ***** |1558702282491 |    4960 |      495,284,225 |           99,898 |                0 |           99,352 |
|        498 |       ***** |1558702292499 |    4970 |      495,284,225 |           99,898 |                0 |           99,151 |
|        499 |         255 |1558702302493 |    4980 |      498,319,762 |           99,896 |           50,591 |           99,562 |
|        500 |         256 |1558702313578 |    4991 |      502,074,002 |           99,907 |          338,677 |          100,093 |
|        501 |       ***** |1558702322500 |    5000 |      502,074,002 |           99,907 |                0 |           99,914 |
|        502 |       ***** |1558702332497 |    5010 |      502,074,002 |           99,907 |                0 |           99,715 |
|        503 |       ***** |1558702342494 |    5020 |      502,074,002 |           99,907 |                0 |           99,517 |
|        504 |       ***** |1558702352494 |    5030 |      502,074,002 |           99,907 |                0 |           99,319 |
|        505 |         257 |1558702362496 |    5040 |      502,850,021 |           99,897 |           15,864 |           99,276 |
|        506 |         258 |1558702372504 |    5050 |      505,785,465 |           99,897 |          293,310 |           99,660 |
|        507 |         259 |1558702382493 |    5060 |      508,810,549 |           99,907 |          302,842 |          100,061 |
|        508 |       ***** |1558702392536 |    5070 |      508,810,549 |           99,907 |                0 |           99,863 |
|        509 |       ***** |1558702402769 |    5080 |      508,810,549 |           99,907 |                0 |           99,662 |
|        510 |       ***** |1558702412493 |    5090 |      508,810,549 |           99,907 |                0 |           99,471 |
|        511 |       ***** |1558702422495 |    5100 |      508,810,549 |           99,907 |                0 |           99,276 |
|        512 |         260 |1558702432504 |    5110 |      510,270,106 |           99,899 |           29,185 |           99,368 |
|        513 |         261 |1558702442499 |    5120 |      513,406,647 |           99,902 |          313,811 |           99,786 |
|        514 |         262 |1558702452495 |    5130 |      515,767,028 |           99,912 |          236,133 |          100,052 |
|        515 |       ***** |1558702462839 |    5140 |      515,767,028 |           99,912 |                0 |           99,850 |
|        516 |       ***** |1558702472493 |    5150 |      515,767,028 |           99,912 |                0 |           99,663 |
|        517 |       ***** |1558702482495 |    5160 |      515,767,028 |           99,912 |                0 |           99,470 |
|        518 |       ***** |1558702492496 |    5170 |      515,767,028 |           99,912 |                0 |           99,278 |
|        519 |         263 |1558702502513 |    5180 |      518,017,353 |           99,908 |           44,990 |           99,520 |
|        520 |         264 |1558702512494 |    5190 |      520,129,008 |           99,909 |          211,567 |           99,736 |
|        521 |         265 |1558702522496 |    5200 |      521,768,564 |           99,914 |          163,923 |           99,859 |
|        522 |         266 |1558702532494 |    5210 |      522,583,726 |           99,917 |           81,533 |           99,824 |
|        523 |       ***** |1558702542494 |    5220 |      522,583,726 |           99,917 |                0 |           99,633 |
|        524 |       ***** |1558702552494 |    5230 |      522,583,726 |           99,917 |                0 |           99,442 |
|        525 |       ***** |1558702562548 |    5240 |      522,583,726 |           99,917 |                0 |           99,251 |
|        526 |         267 |1558702572496 |    5250 |      524,203,239 |           99,910 |           40,486 |           99,372 |
|        527 |         268 |1558702582504 |    5260 |      527,321,037 |           99,912 |          311,531 |           99,775 |
|        528 |         269 |1558702592495 |    5270 |      529,025,335 |           99,918 |          170,583 |           99,910 |
|        529 |         270 |1558702602519 |    5280 |      529,869,594 |           99,922 |           84,224 |           99,880 |
|        530 |       ***** |1558702612495 |    5290 |      529,869,594 |           99,922 |                0 |           99,692 |
|        531 |       ***** |1558702624010 |    5301 |      529,869,594 |           99,922 |                0 |           99,475 |
|        532 |       ***** |1558702632502 |    5310 |      529,869,594 |           99,922 |                0 |           99,316 |
|        533 |         271 |1558702642519 |    5320 |      530,591,120 |           99,912 |           18,038 |           99,265 |
|        534 |         272 |1558702652520 |    5330 |      534,479,505 |           99,915 |          388,800 |           99,808 |
|        535 |         273 |1558702662590 |    5340 |      535,987,252 |           99,920 |          149,727 |           99,902 |
|        536 |         274 |1558702674367 |    5351 |      536,767,065 |           99,923 |           66,215 |           99,828 |
|        537 |       ***** |1558702682585 |    5360 |      536,767,065 |           99,923 |                0 |           99,675 |
|        538 |       ***** |1558702692905 |    5370 |      536,767,065 |           99,923 |                0 |           99,483 |
|        539 |       ***** |1558702702496 |    5380 |      536,767,065 |           99,923 |                0 |           99,306 |
|        540 |         275 |1558702712496 |    5390 |      540,531,743 |           99,926 |           98,735 |           99,820 |
|        541 |         276 |1558702722507 |    5400 |      541,310,931 |           99,928 |           77,833 |           99,779 |
|        542 |         277 |1558702732497 |    5410 |      543,539,938 |           99,936 |          223,124 |          100,007 |
|        543 |       ***** |1558702742496 |    5420 |      543,539,938 |           99,936 |                0 |           99,823 |
|        544 |       ***** |1558702752500 |    5430 |      543,539,938 |           99,936 |                0 |           99,639 |
|        545 |       ***** |1558702762501 |    5440 |      543,539,938 |           99,936 |                0 |           99,456 |
|        546 |       ***** |1558702772497 |    5450 |      543,539,938 |           99,936 |                0 |           99,273 |
|        547 |         278 |1558702782500 |    5460 |      547,276,581 |           99,937 |           74,728 |           99,776 |
|        548 |         279 |1558702792578 |    5470 |      547,979,350 |           99,938 |           69,733 |           99,720 |
|        549 |         280 |1558702802500 |    5480 |      550,375,029 |           99,944 |          241,451 |           99,977 |
|        550 |       ***** |1558702812930 |    5490 |      550,375,029 |           99,944 |                0 |           99,787 |
|        551 |       ***** |1558702822837 |    5500 |      550,375,029 |           99,944 |                0 |           99,607 |
|        552 |       ***** |1558702832496 |    5510 |      550,375,029 |           99,944 |                0 |           99,433 |
|        553 |       ***** |1558702843850 |    5521 |      550,375,029 |           99,944 |                0 |           99,228 |
|        554 |         281 |1558702852497 |    5530 |      554,226,723 |           99,945 |           77,039 |           99,770 |
|        555 |         282 |1558702862499 |    5540 |      555,071,788 |           99,946 |           84,490 |           99,742 |
|        556 |         283 |1558702872498 |    5550 |      556,516,303 |           99,948 |          144,466 |           99,822 |
|        557 |         284 |1558702882513 |    5560 |      557,246,287 |           99,950 |           72,889 |           99,774 |
|        558 |       ***** |1558702892498 |    5570 |      557,246,287 |           99,950 |                0 |           99,595 |
|        559 |       ***** |1558702902498 |    5580 |      557,246,287 |           99,950 |                0 |           99,417 |
|        560 |       ***** |1558702913288 |    5590 |      557,246,287 |           99,950 |                0 |           99,225 |
|        561 |         285 |1558702922724 |    5600 |      562,036,801 |           99,954 |          119,134 |           99,913 |
|        562 |       ***** |1558702932500 |    5610 |      562,036,801 |           99,954 |                0 |           99,739 |
|        563 |         286 |1558702942530 |    5620 |      562,903,060 |           99,954 |           43,737 |           99,715 |
|        564 |         287 |1558702952526 |    5630 |      563,767,372 |           99,953 |           86,466 |           99,691 |
|        565 |         288 |1558702962500 |    5640 |      564,632,075 |           99,952 |           86,696 |           99,669 |
|        566 |       ***** |1558702972531 |    5650 |      564,632,075 |           99,952 |                0 |           99,492 |
|        567 |         289 |1558702983505 |    5661 |      566,030,535 |           99,948 |           66,577 |           99,546 |
|        568 |         290 |1558702992545 |    5670 |      568,765,985 |           99,951 |          302,594 |           99,869 |
|        569 |       ***** |1558703002501 |    5680 |      568,765,985 |           99,951 |                0 |           99,694 |
|        570 |       ***** |1558703012554 |    5690 |      568,765,985 |           99,951 |                0 |           99,518 |
|        571 |         291 |1558703022503 |    5700 |      570,511,055 |           99,950 |           58,251 |           99,651 |
|        572 |         292 |1558703032500 |    5710 |      571,373,628 |           99,948 |           86,283 |           99,627 |
|        573 |       ***** |1558703042507 |    5720 |      571,373,628 |           99,948 |                0 |           99,453 |
|        574 |         293 |1558703053044 |    5730 |      573,776,521 |           99,947 |          116,963 |           99,689 |
|        575 |         294 |1558703063035 |    5740 |      576,221,466 |           99,952 |          244,715 |           99,942 |
|        576 |       ***** |1558703072501 |    5750 |      576,221,466 |           99,952 |                0 |           99,777 |
|        577 |       ***** |1558703082503 |    5760 |      576,221,466 |           99,952 |                0 |           99,604 |
|        578 |         295 |1558703092501 |    5770 |      578,438,991 |           99,954 |           75,257 |           99,816 |
