Start Count: 0
Watching for changes in count...  Use Ctrl-C to Exit.

|Query Number|Sample Number|Epoch (ms)    |Time (s) |Count             |Linear Reg. Rate  |Rate From Previous|Rate From First   |
|        579 |       ***** |1558703102501 |    5780 |      578,438,991 |           99,954 |                0 |           99,643 |
|        580 |       ***** |1558703112502 |    5790 |      578,438,991 |           99,954 |                0 |           99,471 |
|        581 |         296 |1558703122511 |    5800 |      581,362,929 |           99,955 |           97,432 |           99,803 |
|        582 |         297 |1558703132570 |    5810 |      582,846,059 |           99,959 |          147,443 |           99,886 |
|        583 |       ***** |1558703142508 |    5820 |      582,846,059 |           99,959 |                0 |           99,715 |
|        584 |       ***** |1558703152503 |    5830 |      582,846,059 |           99,959 |                0 |           99,544 |
|        585 |         298 |1558703163732 |    5841 |      585,230,820 |           99,959 |           76,528 |           99,761 |
|        586 |       ***** |1558703172540 |    5850 |      585,230,820 |           99,959 |                0 |           99,611 |
|        587 |       ***** |1558703182502 |    5860 |      585,230,820 |           99,959 |                0 |           99,442 |
|        588 |         299 |1558703192520 |    5870 |      588,349,564 |           99,961 |          108,335 |           99,803 |
|        589 |         300 |1558703202507 |    5880 |      589,890,829 |           99,964 |          154,327 |           99,896 |
|        590 |       ***** |1558703212501 |    5890 |      589,890,829 |           99,964 |                0 |           99,726 |
|        591 |         301 |1558703222501 |    5900 |      590,580,545 |           99,963 |           34,496 |           99,674 |
|        592 |         302 |1558703232501 |    5910 |      591,968,387 |           99,963 |          138,784 |           99,741 |
|        593 |       ***** |1558703242502 |    5920 |      591,968,387 |           99,963 |                0 |           99,572 |
|        594 |       ***** |1558703252501 |    5930 |      591,968,387 |           99,963 |                0 |           99,404 |
|        595 |         303 |1558703262502 |    5940 |      596,651,797 |           99,969 |          156,108 |          100,025 |
|        596 |       ***** |1558703272502 |    5950 |      596,651,797 |           99,969 |                0 |           99,857 |
|        597 |       ***** |1558703283501 |    5961 |      596,651,797 |           99,969 |                0 |           99,673 |
|        598 |         304 |1558703292502 |    5970 |      598,231,148 |           99,970 |           52,645 |           99,787 |
|        599 |         305 |1558703302534 |    5980 |      599,032,890 |           99,970 |           79,918 |           99,754 |
|        600 |       ***** |1558703312502 |    5990 |      599,032,890 |           99,970 |                0 |           99,588 |
|        601 |       ***** |1558703322545 |    6000 |      599,032,890 |           99,970 |                0 |           99,421 |
|        602 |         306 |1558703332773 |    6010 |      603,354,733 |           99,975 |          142,923 |           99,971 |
|        603 |       ***** |1558703342521 |    6020 |      603,354,733 |           99,975 |                0 |           99,809 |
|        604 |       ***** |1558703352502 |    6030 |      603,354,733 |           99,975 |                0 |           99,644 |
|        605 |         307 |1558703362556 |    6040 |      605,397,847 |           99,976 |           68,600 |           99,816 |
|        606 |       ***** |1558703372581 |    6050 |      605,397,847 |           99,976 |                0 |           99,651 |
|        607 |       ***** |1558703382936 |    6060 |      605,397,847 |           99,976 |                0 |           99,481 |
|        608 |         308 |1558703392504 |    6070 |      606,940,316 |           99,972 |           51,505 |           99,578 |
|        609 |         309 |1558703402516 |    6080 |      610,124,466 |           99,976 |          318,033 |           99,938 |
|        610 |       ***** |1558703412513 |    6090 |      610,124,466 |           99,976 |                0 |           99,774 |
|        611 |       ***** |1558703422503 |    6100 |      610,124,466 |           99,976 |                0 |           99,610 |
|        612 |         310 |1558703433078 |    6110 |      611,818,239 |           99,975 |           55,421 |           99,715 |
|        613 |         311 |1558703442504 |    6120 |      612,676,397 |           99,974 |           91,042 |           99,702 |
|        614 |       ***** |1558703452503 |    6130 |      612,676,397 |           99,974 |                0 |           99,539 |
|        615 |         312 |1558703462506 |    6140 |      615,483,153 |           99,976 |          140,324 |           99,834 |
|        616 |         313 |1558703472516 |    6150 |      616,855,204 |           99,979 |          137,068 |           99,895 |
|        617 |       ***** |1558703482506 |    6160 |      616,855,204 |           99,979 |                0 |           99,733 |
|        618 |       ***** |1558703492505 |    6170 |      616,855,204 |           99,979 |                0 |           99,571 |
|        619 |         314 |1558703502505 |    6180 |      619,117,090 |           99,979 |           75,424 |           99,776 |
|        620 |       ***** |1558703512902 |    6190 |      619,117,090 |           99,979 |                0 |           99,608 |
|        621 |       ***** |1558703522834 |    6200 |      619,117,090 |           99,979 |                0 |           99,449 |
|        622 |         315 |1558703532504 |    6210 |      623,072,982 |           99,983 |          131,867 |           99,931 |
|        623 |         316 |1558703542505 |    6220 |      623,877,025 |           99,985 |           80,396 |           99,899 |
|        624 |       ***** |1558703552504 |    6230 |      623,877,025 |           99,985 |                0 |           99,739 |
|        625 |       ***** |1558703562597 |    6240 |      623,877,025 |           99,985 |                0 |           99,578 |
|        626 |         317 |1558703572506 |    6250 |      626,165,112 |           99,986 |           76,267 |           99,786 |
|        627 |       ***** |1558703583381 |    6260 |      626,165,112 |           99,986 |                0 |           99,613 |
|        628 |         318 |1558703592506 |    6270 |      626,868,736 |           99,982 |           35,181 |           99,580 |
|        629 |         319 |1558703604436 |    6282 |      628,315,758 |           99,979 |          121,293 |           99,621 |
|        630 |         320 |1558703614087 |    6291 |      630,497,727 |           99,980 |          226,087 |           99,815 |
|        631 |       ***** |1558703622506 |    6300 |      630,497,727 |           99,980 |                0 |           99,682 |
|        632 |       ***** |1558703633247 |    6310 |      630,497,727 |           99,980 |                0 |           99,512 |
|        633 |         321 |1558703642743 |    6320 |      632,733,656 |           99,979 |           78,027 |           99,716 |
|        634 |       ***** |1558703652507 |    6330 |      632,733,656 |           99,979 |                0 |           99,563 |
|        635 |       ***** |1558703662511 |    6340 |      632,733,656 |           99,979 |                0 |           99,406 |
|        636 |         322 |1558703672510 |    6350 |      634,497,023 |           99,974 |           59,239 |           99,527 |
|        637 |         323 |1558703682971 |    6360 |      637,948,782 |           99,977 |          329,965 |           99,906 |
|        638 |       ***** |1558703692508 |    6370 |      637,948,782 |           99,977 |                0 |           99,756 |
|        639 |         324 |1558703703509 |    6381 |      639,390,642 |           99,978 |           70,204 |           99,810 |
|        640 |         325 |1558703712616 |    6390 |      640,108,477 |           99,978 |           78,822 |           99,780 |
|        641 |       ***** |1558703722623 |    6400 |      640,108,477 |           99,978 |                0 |           99,624 |
|        642 |       ***** |1558703733111 |    6410 |      640,108,477 |           99,978 |                0 |           99,461 |
|        643 |       ***** |1558703743405 |    6420 |      640,108,477 |           99,978 |                0 |           99,302 |
|        644 |         326 |1558703752513 |    6430 |      643,945,537 |           99,978 |           96,174 |           99,758 |
|        645 |         327 |1558703762527 |    6440 |      644,763,345 |           99,977 |           81,666 |           99,730 |
|        646 |         328 |1558703772817 |    6450 |      645,527,402 |           99,976 |           74,252 |           99,689 |
|        647 |         329 |1558703782510 |    6460 |      647,220,569 |           99,976 |          174,679 |           99,802 |
|        648 |       ***** |1558703792648 |    6470 |      647,220,569 |           99,976 |                0 |           99,645 |
|        649 |       ***** |1558703802510 |    6480 |      647,220,569 |           99,976 |                0 |           99,494 |
|        650 |         330 |1558703812527 |    6490 |      648,000,228 |           99,970 |           25,974 |           99,460 |
|        651 |         331 |1558703823026 |    6500 |      652,000,170 |           99,973 |          380,983 |           99,915 |
|        652 |       ***** |1558703832549 |    6510 |      652,000,170 |           99,973 |                0 |           99,769 |
|        653 |         332 |1558703842513 |    6520 |      652,820,521 |           99,973 |           42,097 |           99,742 |
|        654 |         333 |1558703852513 |    6530 |      654,332,095 |           99,974 |          151,157 |           99,821 |
|        655 |       ***** |1558703863808 |    6541 |      654,332,095 |           99,974 |                0 |           99,648 |
|        656 |       ***** |1558703872581 |    6550 |      654,332,095 |           99,974 |                0 |           99,515 |
|        657 |         334 |1558703882553 |    6560 |      656,581,480 |           99,973 |           74,880 |           99,706 |
|        658 |         335 |1558703892513 |    6570 |      658,833,665 |           99,975 |          226,123 |           99,898 |
|        659 |       ***** |1558703902561 |    6580 |      658,833,665 |           99,975 |                0 |           99,746 |
|        660 |       ***** |1558703913299 |    6590 |      658,833,665 |           99,975 |                0 |           99,583 |
|        661 |         336 |1558703922514 |    6600 |      661,265,418 |           99,976 |           81,056 |           99,812 |
|        662 |       ***** |1558703933862 |    6611 |      661,265,418 |           99,976 |                0 |           99,641 |
|        663 |       ***** |1558703942626 |    6620 |      661,265,418 |           99,976 |                0 |           99,509 |
|        664 |         337 |1558703952777 |    6630 |      663,485,268 |           99,974 |           73,352 |           99,692 |
|        665 |         338 |1558703962512 |    6640 |      665,855,357 |           99,977 |          243,461 |           99,902 |
|        666 |       ***** |1558703972531 |    6650 |      665,855,357 |           99,977 |                0 |           99,752 |
|        667 |       ***** |1558703982521 |    6660 |      665,855,357 |           99,977 |                0 |           99,602 |
|        668 |         339 |1558703992546 |    6670 |      668,152,909 |           99,977 |           76,498 |           99,797 |
|        669 |       ***** |1558704002734 |    6680 |      668,152,909 |           99,977 |                0 |           99,645 |
|        670 |         340 |1558704012526 |    6690 |      668,843,396 |           99,974 |           34,559 |           99,602 |
|        671 |         341 |1558704022517 |    6700 |      670,354,854 |           99,972 |          151,282 |           99,679 |
|        672 |         342 |1558704032522 |    6710 |      671,954,425 |           99,972 |          159,877 |           99,769 |
|        673 |         343 |1558704042522 |    6720 |      672,752,260 |           99,971 |           79,784 |           99,739 |
|        674 |       ***** |1558704052525 |    6730 |      672,752,260 |           99,971 |                0 |           99,591 |
|        675 |         344 |1558704063037 |    6740 |      675,200,919 |           99,972 |          119,359 |           99,799 |
|        676 |       ***** |1558704072517 |    6750 |      675,200,919 |           99,972 |                0 |           99,659 |
|        677 |         345 |1558704082517 |    6760 |      676,006,823 |           99,969 |           41,371 |           99,631 |
|        678 |         346 |1558704092631 |    6770 |      677,562,272 |           99,968 |          153,792 |           99,712 |
|        679 |         347 |1558704102538 |    6780 |      678,330,064 |           99,967 |           77,500 |           99,679 |
|        680 |         348 |1558704112855 |    6790 |      679,129,715 |           99,964 |           77,508 |           99,645 |
|        681 |         349 |1558704122578 |    6800 |      679,941,943 |           99,962 |           83,537 |           99,622 |
|        682 |         350 |1558704132730 |    6810 |      682,165,070 |           99,962 |          218,984 |           99,800 |
|        683 |       ***** |1558704143280 |    6820 |      682,165,070 |           99,962 |                0 |           99,646 |
|        684 |         351 |1558704152530 |    6830 |      682,865,060 |           99,959 |           35,353 |           99,614 |
|        685 |         352 |1558704162519 |    6840 |      684,273,071 |           99,958 |          140,956 |           99,674 |
|        686 |       ***** |1558704172518 |    6850 |      684,273,071 |           99,958 |                0 |           99,528 |
|        687 |         353 |1558704182517 |    6860 |      686,099,116 |           99,956 |           91,311 |           99,650 |
|        688 |         354 |1558704192539 |    6870 |      686,975,627 |           99,953 |           87,459 |           99,632 |
|        689 |         355 |1558704202518 |    6880 |      689,353,175 |           99,954 |          238,255 |           99,833 |
|        690 |       ***** |1558704212517 |    6890 |      689,353,175 |           99,954 |                0 |           99,688 |
|        691 |         356 |1558704222534 |    6900 |      690,989,023 |           99,955 |           81,727 |           99,780 |
|        692 |         357 |1558704232542 |    6910 |      691,754,825 |           99,954 |           76,519 |           99,747 |
|        693 |       ***** |1558704242719 |    6920 |      691,754,825 |           99,954 |                0 |           99,600 |
|        694 |         358 |1558704252579 |    6930 |      693,918,490 |           99,954 |          107,983 |           99,770 |
|        695 |       ***** |1558704262519 |    6940 |      693,918,490 |           99,954 |                0 |           99,628 |
|        696 |         359 |1558704272521 |    6950 |      694,699,858 |           99,951 |           39,182 |           99,597 |
|        697 |         360 |1558704282519 |    6960 |      696,382,299 |           99,950 |          168,278 |           99,695 |
|        698 |         361 |1558704292537 |    6970 |      698,740,275 |           99,952 |          235,374 |           99,890 |
|        699 |       ***** |1558704303057 |    6980 |      698,740,275 |           99,952 |                0 |           99,740 |
|        700 |         362 |1558704312533 |    6990 |      699,515,167 |           99,951 |           38,752 |           99,715 |
|        701 |         363 |1558704322522 |    7000 |      701,083,267 |           99,952 |          156,983 |           99,797 |
|        702 |       ***** |1558704332521 |    7010 |      701,083,267 |           99,952 |                0 |           99,655 |
|        703 |         364 |1558704342520 |    7020 |      702,722,625 |           99,952 |           81,976 |           99,746 |
|        704 |         365 |1558704352522 |    7030 |      703,501,227 |           99,951 |           77,845 |           99,715 |
|        705 |         366 |1558704362933 |    7040 |      705,675,632 |           99,953 |          208,856 |           99,877 |
|        706 |       ***** |1558704372810 |    7050 |      705,675,632 |           99,953 |                0 |           99,737 |
|        707 |         367 |1558704382520 |    7060 |      706,396,361 |           99,951 |           36,796 |           99,702 |
|        708 |         368 |1558704393267 |    7070 |      707,811,587 |           99,951 |          131,686 |           99,750 |
|        709 |       ***** |1558704402549 |    7080 |      707,811,587 |           99,951 |                0 |           99,619 |
|        710 |         369 |1558704412528 |    7090 |      709,951,460 |           99,951 |          111,099 |           99,781 |
|        711 |       ***** |1558704422533 |    7100 |      709,951,460 |           99,951 |                0 |           99,640 |
|        712 |         370 |1558704432531 |    7110 |      712,356,722 |           99,952 |          120,245 |           99,839 |
|        713 |       ***** |1558704442561 |    7120 |      712,356,722 |           99,952 |                0 |           99,698 |
|        714 |         371 |1558704452521 |    7130 |      713,133,232 |           99,951 |           38,845 |           99,668 |
|        715 |         372 |1558704462522 |    7140 |      714,766,094 |           99,950 |          163,270 |           99,757 |
|        716 |       ***** |1558704472522 |    7150 |      714,766,094 |           99,950 |                0 |           99,617 |
|        717 |         373 |1558704482520 |    7160 |      716,335,582 |           99,949 |           78,482 |           99,697 |
|        718 |         374 |1558704493768 |    7171 |      717,110,275 |           99,947 |           68,874 |           99,649 |
|        719 |         375 |1558704502526 |    7180 |      717,841,947 |           99,945 |           83,543 |           99,629 |
|        720 |         376 |1558704512522 |    7190 |      719,314,596 |           99,944 |          147,324 |           99,696 |
|        721 |         377 |1558704522520 |    7200 |      720,086,623 |           99,942 |           77,218 |           99,664 |
|        722 |         378 |1558704534799 |    7212 |      721,651,383 |           99,941 |          127,434 |           99,712 |
|        723 |       ***** |1558704542528 |    7220 |      721,651,383 |           99,941 |                0 |           99,605 |
|        724 |       ***** |1558704552546 |    7230 |      721,651,383 |           99,941 |                0 |           99,467 |
|        725 |         379 |1558704562715 |    7240 |      724,160,199 |           99,940 |           89,870 |           99,674 |
|        726 |         380 |1558704572683 |    7250 |      726,691,901 |           99,942 |          253,983 |           99,886 |
|        727 |       ***** |1558704586261 |    7263 |      726,691,901 |           99,942 |                0 |           99,699 |
|        728 |         381 |1558704593762 |    7271 |      727,511,156 |           99,941 |           38,866 |           99,709 |
|        729 |         382 |1558704602521 |    7280 |      729,078,520 |           99,942 |          178,943 |           99,804 |
|        730 |       ***** |1558704612521 |    7290 |      729,078,520 |           99,942 |                0 |           99,667 |
|        731 |       ***** |1558704622538 |    7300 |      729,078,520 |           99,942 |                0 |           99,531 |
|        732 |         383 |1558704632523 |    7310 |      729,962,127 |           99,938 |           29,452 |           99,515 |
|        733 |         384 |1558704642541 |    7320 |      732,303,122 |           99,937 |          233,679 |           99,699 |
|        734 |         385 |1558704652522 |    7330 |      733,825,163 |           99,937 |          152,494 |           99,771 |
|        735 |         386 |1558704662523 |    7340 |      735,348,839 |           99,938 |          152,352 |           99,843 |
|        736 |         387 |1558704673604 |    7351 |      736,080,709 |           99,938 |           66,047 |           99,792 |
|        737 |       ***** |1558704683929 |    7361 |      736,080,709 |           99,938 |                0 |           99,652 |
|        738 |       ***** |1558704692624 |    7370 |      736,080,709 |           99,938 |                0 |           99,534 |
|        739 |       ***** |1558704702666 |    7380 |      736,080,709 |           99,938 |                0 |           99,399 |
|        740 |         388 |1558704713146 |    7390 |      737,046,844 |           99,932 |           24,433 |           99,388 |
|        741 |         389 |1558704722813 |    7400 |      740,596,011 |           99,932 |          367,143 |           99,738 |
|        742 |         390 |1558704732522 |    7410 |      742,255,581 |           99,933 |          170,931 |           99,832 |
|        743 |         391 |1558704742606 |    7420 |      743,871,404 |           99,935 |          160,236 |           99,914 |
|        744 |       ***** |1558704753731 |    7431 |      743,871,404 |           99,935 |                0 |           99,764 |
|        745 |       ***** |1558704762522 |    7440 |      743,871,404 |           99,935 |                0 |           99,646 |
|        746 |       ***** |1558704772810 |    7450 |      743,871,404 |           99,935 |                0 |           99,509 |
|        747 |         392 |1558704782601 |    7460 |      744,632,467 |           99,931 |           19,029 |           99,480 |
|        748 |         393 |1558704792524 |    7470 |      747,008,023 |           99,929 |          239,399 |           99,666 |
|        749 |         394 |1558704803336 |    7480 |      750,197,091 |           99,932 |          294,956 |           99,948 |
|        750 |         395 |1558704812522 |    7490 |      750,920,871 |           99,934 |           78,792 |           99,922 |
|        751 |       ***** |1558704823174 |    7500 |      750,920,871 |           99,934 |                0 |           99,780 |
|        752 |       ***** |1558704832552 |    7510 |      750,920,871 |           99,934 |                0 |           99,656 |
|        753 |       ***** |1558704842522 |    7520 |      750,920,871 |           99,934 |                0 |           99,524 |
|        754 |         396 |1558704852768 |    7530 |      752,549,419 |           99,932 |           40,465 |           99,604 |
|        755 |         397 |1558704862546 |    7540 |      754,162,097 |           99,931 |          164,929 |           99,689 |
|        756 |         398 |1558704872536 |    7550 |      758,163,250 |           99,936 |          400,516 |          100,087 |
|        757 |       ***** |1558704882632 |    7560 |      758,163,250 |           99,936 |                0 |           99,953 |
|        758 |       ***** |1558704892524 |    7570 |      758,163,250 |           99,936 |                0 |           99,823 |
|        759 |       ***** |1558704902524 |    7580 |      758,163,250 |           99,936 |                0 |           99,691 |
|        760 |       ***** |1558704912532 |    7590 |      758,163,250 |           99,936 |                0 |           99,560 |
|        761 |         399 |1558704922525 |    7600 |      758,865,285 |           99,932 |           14,044 |           99,521 |
|        762 |         400 |1558704932620 |    7610 |      760,345,681 |           99,929 |          146,646 |           99,584 |
|        763 |         401 |1558704942526 |    7620 |      763,215,285 |           99,930 |          289,683 |           99,831 |
|        764 |         402 |1558704952526 |    7630 |      764,898,438 |           99,932 |          168,315 |           99,921 |
|        765 |       ***** |1558704963095 |    7640 |      764,898,438 |           99,932 |                0 |           99,782 |
|        766 |       ***** |1558704972525 |    7650 |      764,898,438 |           99,932 |                0 |           99,659 |
|        767 |       ***** |1558704982524 |    7660 |      764,898,438 |           99,932 |                0 |           99,529 |
|        768 |       ***** |1558704992998 |    7670 |      764,898,438 |           99,932 |                0 |           99,393 |
|        769 |         403 |1558705002525 |    7680 |      769,125,421 |           99,933 |           84,541 |           99,820 |
|        770 |         404 |1558705013832 |    7691 |      769,905,564 |           99,933 |           68,996 |           99,775 |
|        771 |         405 |1558705022525 |    7700 |      772,494,072 |           99,936 |          297,769 |           99,999 |
|        772 |       ***** |1558705032527 |    7710 |      772,494,072 |           99,936 |                0 |           99,869 |
|        773 |       ***** |1558705042610 |    7720 |      772,494,072 |           99,936 |                0 |           99,739 |
|        774 |       ***** |1558705052530 |    7730 |      772,494,072 |           99,936 |                0 |           99,611 |
|        775 |       ***** |1558705062525 |    7740 |      772,494,072 |           99,936 |                0 |           99,482 |
|        776 |         406 |1558705072528 |    7750 |      776,760,283 |           99,938 |           85,319 |           99,904 |
|        777 |       ***** |1558705082605 |    7760 |      776,760,283 |           99,938 |                0 |           99,774 |
|        778 |         407 |1558705092525 |    7770 |      779,117,900 |           99,941 |          117,899 |           99,950 |
|        779 |       ***** |1558705102609 |    7780 |      779,117,900 |           99,941 |                0 |           99,821 |
|        780 |       ***** |1558705112529 |    7790 |      779,117,900 |           99,941 |                0 |           99,694 |
|        781 |       ***** |1558705122553 |    7800 |      779,117,900 |           99,941 |                0 |           99,566 |
|        782 |       ***** |1558705132742 |    7810 |      779,117,900 |           99,941 |                0 |           99,436 |
|        783 |         408 |1558705142527 |    7820 |      783,934,807 |           99,943 |           96,334 |           99,927 |
|        784 |         409 |1558705152555 |    7830 |      784,718,429 |           99,945 |           78,143 |           99,899 |
|        785 |         410 |1558705162619 |    7840 |      786,225,356 |           99,947 |          149,734 |           99,963 |
|        786 |       ***** |1558705172553 |    7850 |      786,225,356 |           99,947 |                0 |           99,837 |
|        787 |       ***** |1558705182527 |    7860 |      786,225,356 |           99,947 |                0 |           99,710 |
|        788 |       ***** |1558705192527 |    7870 |      786,225,356 |           99,947 |                0 |           99,583 |
|        789 |         411 |1558705202527 |    7880 |      787,666,346 |           99,945 |           36,108 |           99,640 |
|        790 |         412 |1558705212531 |    7890 |      790,506,502 |           99,947 |          283,902 |           99,873 |
|        791 |         413 |1558705222526 |    7900 |      792,591,498 |           99,950 |          208,604 |          100,011 |
|        792 |       ***** |1558705232723 |    7910 |      792,591,498 |           99,950 |                0 |           99,882 |
|        793 |       ***** |1558705242525 |    7920 |      792,591,498 |           99,950 |                0 |           99,759 |
|        794 |       ***** |1558705252526 |    7930 |      792,591,498 |           99,950 |                0 |           99,633 |
|        795 |       ***** |1558705262574 |    7940 |      792,591,498 |           99,950 |                0 |           99,507 |
|        796 |         414 |1558705272725 |    7950 |      795,037,324 |           99,948 |           48,723 |           99,687 |
|        797 |         415 |1558705282528 |    7960 |      797,454,290 |           99,950 |          246,554 |           99,868 |
|        798 |         416 |1558705292526 |    7970 |      799,774,762 |           99,953 |          232,094 |          100,034 |
|        799 |       ***** |1558705302834 |    7980 |      799,774,762 |           99,953 |                0 |           99,905 |
|        800 |       ***** |1558705312528 |    7990 |      799,774,762 |           99,953 |                0 |           99,784 |
|        801 |       ***** |1558705323221 |    8000 |      799,774,762 |           99,953 |                0 |           99,650 |
|        802 |       ***** |1558705332528 |    8010 |      799,774,762 |           99,953 |                0 |           99,534 |
|        803 |         417 |1558705342526 |    8020 |      801,197,767 |           99,950 |           28,460 |           99,588 |
|        804 |         418 |1558705352530 |    8030 |      804,672,910 |           99,952 |          347,375 |           99,896 |
|        805 |         419 |1558705362741 |    8040 |      806,108,328 |           99,954 |          140,576 |           99,948 |
|        806 |       ***** |1558705372587 |    8050 |      806,108,328 |           99,954 |                0 |           99,826 |
|        807 |       ***** |1558705382528 |    8060 |      806,108,328 |           99,954 |                0 |           99,703 |
|        808 |       ***** |1558705392529 |    8070 |      806,108,328 |           99,954 |                0 |           99,579 |
|        809 |       ***** |1558705402533 |    8080 |      806,108,328 |           99,954 |                0 |           99,456 |
|        810 |         420 |1558705412649 |    8090 |      806,912,392 |           99,949 |           16,111 |           99,431 |
|        811 |         421 |1558705423417 |    8100 |      812,789,541 |           99,952 |          545,798 |          100,024 |
|        812 |         422 |1558705432572 |    8110 |      813,582,044 |           99,955 |           86,565 |          100,009 |
|        813 |       ***** |1558705442527 |    8120 |      813,582,044 |           99,955 |                0 |           99,886 |
|        814 |       ***** |1558705452534 |    8130 |      813,582,044 |           99,955 |                0 |           99,763 |
|        815 |       ***** |1558705463028 |    8140 |      813,582,044 |           99,955 |                0 |           99,635 |
|        816 |       ***** |1558705472588 |    8150 |      813,582,044 |           99,955 |                0 |           99,518 |
|        817 |         423 |1558705482564 |    8160 |      815,727,196 |           99,953 |           42,910 |           99,659 |
|        818 |         424 |1558705492531 |    8170 |      819,305,172 |           99,956 |          358,982 |           99,976 |
|        819 |         425 |1558705503108 |    8180 |      820,097,698 |           99,958 |           74,929 |           99,943 |
|        820 |       ***** |1558705513567 |    8191 |      820,097,698 |           99,958 |                0 |           99,816 |
|        821 |       ***** |1558705522566 |    8200 |      820,097,698 |           99,958 |                0 |           99,706 |
|        822 |       ***** |1558705532727 |    8210 |      820,097,698 |           99,958 |                0 |           99,583 |
|        823 |       ***** |1558705542530 |    8220 |      820,097,698 |           99,958 |                0 |           99,464 |
|        824 |         426 |1558705552583 |    8230 |      822,438,431 |           99,956 |           47,311 |           99,627 |
|        825 |         427 |1558705562559 |    8240 |      826,687,259 |           99,959 |          425,905 |          100,022 |
|        826 |         428 |1558705572529 |    8250 |      827,541,366 |           99,962 |           85,668 |          100,004 |
|        827 |       ***** |1558705582530 |    8260 |      827,541,366 |           99,962 |                0 |           99,883 |
|        828 |       ***** |1558705592533 |    8270 |      827,541,366 |           99,962 |                0 |           99,763 |
|        829 |       ***** |1558705602531 |    8280 |      827,541,366 |           99,962 |                0 |           99,642 |
|        830 |       ***** |1558705612758 |    8290 |      827,541,366 |           99,962 |                0 |           99,519 |
|        831 |         429 |1558705622540 |    8300 |      829,072,888 |           99,959 |           30,624 |           99,586 |
|        832 |         430 |1558705632617 |    8310 |      833,387,562 |           99,961 |          428,170 |           99,985 |
|        833 |         431 |1558705642532 |    8320 |      834,074,831 |           99,963 |           69,316 |           99,948 |
|        834 |       ***** |1558705652532 |    8330 |      834,074,831 |           99,963 |                0 |           99,828 |
|        835 |       ***** |1558705662537 |    8340 |      834,074,831 |           99,963 |                0 |           99,709 |
|        836 |       ***** |1558705672535 |    8350 |      834,074,831 |           99,963 |                0 |           99,589 |
|        837 |       ***** |1558705682544 |    8360 |      834,074,831 |           99,963 |                0 |           99,470 |
|        838 |         432 |1558705692538 |    8370 |      836,617,430 |           99,961 |           50,846 |           99,655 |
|        839 |         433 |1558705702873 |    8380 |      841,524,026 |           99,966 |          474,755 |          100,118 |
|        840 |       ***** |1558705712535 |    8390 |      841,524,026 |           99,966 |                0 |          100,002 |
|        841 |       ***** |1558705722559 |    8400 |      841,524,026 |           99,966 |                0 |           99,883 |
|        842 |       ***** |1558705732540 |    8410 |      841,524,026 |           99,966 |                0 |           99,764 |
|        843 |       ***** |1558705743036 |    8420 |      841,524,026 |           99,966 |                0 |           99,640 |
|        844 |       ***** |1558705752535 |    8430 |      841,524,026 |           99,966 |                0 |           99,528 |
|        845 |         434 |1558705762582 |    8440 |      845,157,987 |           99,966 |           60,861 |           99,840 |
|        846 |         435 |1558705772583 |    8450 |      847,288,344 |           99,969 |          213,014 |           99,974 |
|        847 |         436 |1558705782536 |    8460 |      848,021,645 |           99,971 |           73,676 |           99,943 |
|        848 |       ***** |1558705792536 |    8470 |      848,021,645 |           99,971 |                0 |           99,825 |
|        849 |       ***** |1558705802674 |    8480 |      848,021,645 |           99,971 |                0 |           99,705 |
|        850 |       ***** |1558705812537 |    8490 |      848,021,645 |           99,971 |                0 |           99,590 |
|        851 |       ***** |1558705822535 |    8500 |      848,021,645 |           99,971 |                0 |           99,473 |
|        852 |         437 |1558705832536 |    8510 |      851,066,651 |           99,969 |           60,900 |           99,713 |
|        853 |         438 |1558705842534 |    8520 |      855,146,714 |           99,973 |          408,088 |          100,075 |
|        854 |       ***** |1558705853976 |    8531 |      855,146,714 |           99,973 |                0 |           99,941 |
|        855 |       ***** |1558705862534 |    8540 |      855,146,714 |           99,973 |                0 |           99,841 |
|        856 |       ***** |1558705872537 |    8550 |      855,146,714 |           99,973 |                0 |           99,724 |
|        857 |       ***** |1558705882536 |    8560 |      855,146,714 |           99,973 |                0 |           99,608 |
|        858 |         439 |1558705892560 |    8570 |      856,544,045 |           99,971 |           27,932 |           99,654 |
|        859 |         440 |1558705902535 |    8580 |      859,552,724 |           99,972 |          301,622 |           99,889 |
|        860 |         441 |1558705912538 |    8590 |      861,712,173 |           99,975 |          215,880 |          100,024 |
|        861 |       ***** |1558705922654 |    8600 |      861,712,173 |           99,975 |                0 |           99,906 |
|        862 |       ***** |1558705933417 |    8610 |      861,712,173 |           99,975 |                0 |           99,782 |
|        863 |       ***** |1558705942537 |    8620 |      861,712,173 |           99,975 |                0 |           99,676 |
|        864 |       ***** |1558705953157 |    8630 |      861,712,173 |           99,975 |                0 |           99,553 |
|        865 |         442 |1558705962597 |    8640 |      863,251,797 |           99,972 |           30,756 |           99,623 |
|        866 |         443 |1558705972650 |    8650 |      866,960,109 |           99,974 |          368,876 |           99,936 |
|        867 |         444 |1558705982538 |    8660 |      868,583,491 |           99,976 |          164,177 |          100,009 |
|        868 |       ***** |1558705993047 |    8670 |      868,583,491 |           99,976 |                0 |           99,888 |
|        869 |       ***** |1558706002673 |    8680 |      868,583,491 |           99,976 |                0 |           99,777 |
|        870 |       ***** |1558706012585 |    8690 |      868,583,491 |           99,976 |                0 |           99,663 |
